"country_topic","party","election","num_speeches","doc_id","country","topic","wf_score","wf_se"
"Sweden_Economics",11710,2014,21,32,"Sweden","Economics",-0.00717841522661605,0.220612546256068
"Sweden_Economics",11710,2018,27,33,"Sweden","Economics",-0.935732678728191,0.205391036526715
"Sweden_Economics",11710,2022,155,34,"Sweden","Economics",-0.828357562684106,0.0784958214655418
"Sweden_Economics",11810,2006,73,35,"Sweden","Economics",1.01331351782603,0.116009151639592
"Sweden_Economics",11810,2010,193,36,"Sweden","Economics",0.768086538812807,0.0870409399934324
"Sweden_Economics",11810,2014,73,37,"Sweden","Economics",-0.733357363459973,0.118854575033197
"Sweden_Economics",11810,2018,48,38,"Sweden","Economics",-1.26445199847313,0.169483583374429
"Sweden_Economics",11810,2022,86,39,"Sweden","Economics",-0.490215362681716,0.114856309652153
"Sweden_Labour and Social Welfare",11110,2006,60,1,"Sweden","Labour and Social Welfare",0.101108941648233,0.255694516202551
"Sweden_Labour and Social Welfare",11110,2010,54,2,"Sweden","Labour and Social Welfare",0.294482172212188,0.285772420783213
"Sweden_Labour and Social Welfare",11110,2014,143,3,"Sweden","Labour and Social Welfare",0.474932724389375,0.151124268030482
"Sweden_Labour and Social Welfare",11110,2018,136,4,"Sweden","Labour and Social Welfare",0.0451075397506214,0.156183500594847
"Sweden_Labour and Social Welfare",11110,2022,69,5,"Sweden","Labour and Social Welfare",1.00415110023045,0.211559839773175
"Sweden_Labour and Social Welfare",11220,2006,133,6,"Sweden","Labour and Social Welfare",1.98109370310868,0.159789134319822
"Sweden_Labour and Social Welfare",11220,2010,116,7,"Sweden","Labour and Social Welfare",2.11516156661481,0.171181470419443
"Sweden_Labour and Social Welfare",11220,2014,192,8,"Sweden","Labour and Social Welfare",1.72532173811515,0.113627302931616
"Sweden_Labour and Social Welfare",11220,2018,346,9,"Sweden","Labour and Social Welfare",2.0099587447254,0.0881459182996436
"Sweden_Labour and Social Welfare",11220,2022,225,10,"Sweden","Labour and Social Welfare",2.14089407775028,0.0925060056609475
"Sweden_Labour and Social Welfare",11320,2006,120,11,"Sweden","Labour and Social Welfare",-0.0314352516005728,0.177286333009971
"Sweden_Labour and Social Welfare",11320,2010,125,12,"Sweden","Labour and Social Welfare",0.711467232661433,0.189635106727178
"Sweden_Labour and Social Welfare",11320,2014,237,13,"Sweden","Labour and Social Welfare",0.400015204190789,0.123773879961989
"Sweden_Labour and Social Welfare",11320,2018,105,14,"Sweden","Labour and Social Welfare",0.345284489519222,0.164293721731877
"Sweden_Labour and Social Welfare",11320,2022,111,15,"Sweden","Labour and Social Welfare",0.85072444094249,0.172811884530144
"Sweden_Labour and Social Welfare",11420,2006,118,16,"Sweden","Labour and Social Welfare",-0.571084505822083,0.149928149141004
"Sweden_Labour and Social Welfare",11420,2010,186,17,"Sweden","Labour and Social Welfare",-1.03459593435237,0.112367114365355
"Sweden_Labour and Social Welfare",11420,2014,107,18,"Sweden","Labour and Social Welfare",-0.877911825430748,0.152368523173281
"Sweden_Labour and Social Welfare",11420,2018,147,19,"Sweden","Labour and Social Welfare",-0.436791684974131,0.157692758523862
"Sweden_Labour and Social Welfare",11420,2022,93,20,"Sweden","Labour and Social Welfare",-0.319413762846602,0.164606083695518
"Sweden_Labour and Social Welfare",11520,2006,34,21,"Sweden","Labour and Social Welfare",-0.430823877133006,0.363567656593541
"Sweden_Labour and Social Welfare",11520,2010,120,22,"Sweden","Labour and Social Welfare",0.0124744666468652,0.174171909781139
"Sweden_Labour and Social Welfare",11520,2014,129,23,"Sweden","Labour and Social Welfare",-1.08816943126253,0.119030207702037
"Sweden_Labour and Social Welfare",11520,2018,58,24,"Sweden","Labour and Social Welfare",-1.35804114661531,0.156719282749222
"Sweden_Labour and Social Welfare",11520,2022,51,25,"Sweden","Labour and Social Welfare",-0.65641450558004,0.230296689480629
"Sweden_Labour and Social Welfare",11620,2006,165,26,"Sweden","Labour and Social Welfare",-1.24780113633682,0.0951597797545227
"Sweden_Labour and Social Welfare",11620,2010,374,27,"Sweden","Labour and Social Welfare",-1.5165864191074,0.0635973544637891
"Sweden_Labour and Social Welfare",11620,2014,489,28,"Sweden","Labour and Social Welfare",-1.47301663408906,0.0440684558555028
"Sweden_Labour and Social Welfare",11620,2018,245,29,"Sweden","Labour and Social Welfare",-0.65386107460266,0.113597017713503
"Sweden_Labour and Social Welfare",11620,2022,148,30,"Sweden","Labour and Social Welfare",-0.727529108851836,0.135268040701202
"Sweden_Labour and Social Welfare",11710,2010,34,31,"Sweden","Labour and Social Welfare",-1.10297035784847,0.294436801743037
"Sweden_Labour and Social Welfare",11710,2014,95,32,"Sweden","Labour and Social Welfare",-0.175807902055246,0.162854181687984
"Sweden_Labour and Social Welfare",11710,2018,124,33,"Sweden","Labour and Social Welfare",-0.36264981575938,0.142375666238231
"Sweden_Labour and Social Welfare",11710,2022,382,34,"Sweden","Labour and Social Welfare",0.0920039116637842,0.0819525099860946
"Sweden_Labour and Social Welfare",11810,2006,67,35,"Sweden","Labour and Social Welfare",0.427096813855707,0.216537557564233
"Sweden_Labour and Social Welfare",11810,2010,121,36,"Sweden","Labour and Social Welfare",-0.0654648227928227,0.18127066930033
"Sweden_Labour and Social Welfare",11810,2014,81,37,"Sweden","Labour and Social Welfare",-0.0493374777347855,0.185035297678895
"Sweden_Labour and Social Welfare",11810,2018,128,38,"Sweden","Labour and Social Welfare",-0.688600989037114,0.149346110319076
"Sweden_Labour and Social Welfare",11810,2022,143,39,"Sweden","Labour and Social Welfare",0.137028795807514,0.141161272100939
"Sweden_Environment - Growth",11110,2006,34,1,"Sweden","Environment - Growth",-0.673270139933177,0.202478259889915
"Sweden_Environment - Growth",11110,2010,61,2,"Sweden","Environment - Growth",0.372228757813816,0.150899360583026
"Sweden_Environment - Growth",11110,2014,89,3,"Sweden","Environment - Growth",-0.105939310135211,0.105347466596135
"Sweden_Environment - Growth",11110,2018,215,4,"Sweden","Environment - Growth",-0.29906687227265,0.0702943771602755
"Sweden_Environment - Growth",11110,2022,89,5,"Sweden","Environment - Growth",-0.160918024308666,0.104897711983137
"Sweden_Environment - Growth",11220,2006,27,6,"Sweden","Environment - Growth",1.49085842384666,0.252400921521826
"Sweden_Environment - Growth",11220,2010,32,7,"Sweden","Environment - Growth",1.26161606666181,0.244990497194039
"Sweden_Environment - Growth",11220,2014,31,8,"Sweden","Environment - Growth",0.363273537491418,0.197018853261171
"Sweden_Environment - Growth",11220,2018,55,9,"Sweden","Environment - Growth",1.49869451772672,0.160139780429717
"Sweden_Environment - Growth",11220,2022,61,10,"Sweden","Environment - Growth",1.50210858488863,0.127033266772717
"Sweden_Environment - Growth",11320,2006,29,11,"Sweden","Environment - Growth",1.05206884864886,0.223162035023108
"Sweden_Environment - Growth",11320,2010,13,12,"Sweden","Environment - Growth",3.24597817744056,0.422083762451712
"Sweden_Environment - Growth",11320,2014,33,13,"Sweden","Environment - Growth",-0.220290901000995,0.202810453416099
"Sweden_Environment - Growth",11320,2018,21,14,"Sweden","Environment - Growth",-0.294302460613151,0.221145736559473
"Sweden_Environment - Growth",11320,2022,47,15,"Sweden","Environment - Growth",0.549611319488556,0.15911382621892
"Sweden_Environment - Growth",11420,2006,31,16,"Sweden","Environment - Growth",-0.836662760460721,0.160395920422233
"Sweden_Environment - Growth",11420,2010,79,17,"Sweden","Environment - Growth",-1.19269470722182,0.125035615622399
"Sweden_Environment - Growth",11420,2014,38,18,"Sweden","Environment - Growth",-0.481914158057102,0.156206687606263
"Sweden_Environment - Growth",11420,2018,51,19,"Sweden","Environment - Growth",-0.250125663510254,0.177826168286858
"Sweden_Environment - Growth",11420,2022,35,20,"Sweden","Environment - Growth",-0.412503794745284,0.156894504172096
"Sweden_Environment - Growth",11520,2006,10,21,"Sweden","Environment - Growth",-0.315077505010776,0.305070462933653
"Sweden_Environment - Growth",11520,2010,27,22,"Sweden","Environment - Growth",0.560225848813318,0.222463033115174
"Sweden_Environment - Growth",11520,2014,26,23,"Sweden","Environment - Growth",-0.724653690103799,0.191793080729742
"Sweden_Environment - Growth",11520,2022,3,24,"Sweden","Environment - Growth",0.016223649130068,0.507021195709122
"Sweden_Environment - Growth",11620,2006,69,25,"Sweden","Environment - Growth",-0.304464492993973,0.124643128989866
"Sweden_Environment - Growth",11620,2010,212,26,"Sweden","Environment - Growth",-0.535895074160049,0.0873176318459537
"Sweden_Environment - Growth",11620,2014,155,27,"Sweden","Environment - Growth",-0.594143126229276,0.0734000472484689
"Sweden_Environment - Growth",11620,2018,97,28,"Sweden","Environment - Growth",-0.186674478298833,0.109332045703876
"Sweden_Environment - Growth",11620,2022,78,29,"Sweden","Environment - Growth",-0.70332152037787,0.101967026306235
"Sweden_Environment - Growth",11710,2010,12,30,"Sweden","Environment - Growth",-1.5746768467463,0.271043553491142
"Sweden_Environment - Growth",11710,2014,17,31,"Sweden","Environment - Growth",-2.06379779966038,0.20723425215729
"Sweden_Environment - Growth",11710,2018,20,32,"Sweden","Environment - Growth",-1.36266382819883,0.186970729340788
"Sweden_Environment - Growth",11710,2022,89,33,"Sweden","Environment - Growth",-0.910751956987398,0.0942751344676672
"Sweden_Environment - Growth",11810,2006,52,34,"Sweden","Environment - Growth",0.467067722934885,0.148533790595838
"Sweden_Environment - Growth",11810,2010,182,35,"Sweden","Environment - Growth",0.131337066000164,0.0856269767028741
"Sweden_Environment - Growth",11810,2014,128,36,"Sweden","Environment - Growth",0.131548322909881,0.0802806718599509
"Sweden_Environment - Growth",11810,2018,89,37,"Sweden","Environment - Growth",0.596319792564339,0.114724488835058
"Sweden_Environment - Growth",11810,2022,83,38,"Sweden","Environment - Growth",0.964648474666821,0.119089368535956
"Sweden_European Integration",11110,2006,2,1,"Sweden","European Integration",-0.0209757196416206,0.762888797748198
"Sweden_European Integration",11110,2010,2,2,"Sweden","European Integration",0.193668703581825,0.69460710425119
"Sweden_European Integration",11110,2014,2,3,"Sweden","European Integration",0.56885133917221,0.756501864550201
"Sweden_European Integration",11220,2006,9,5,"Sweden","European Integration",-0.364970914150074,0.639411795966348
"Sweden_European Integration",11220,2018,2,6,"Sweden","European Integration",-0.0059652504326503,0.856149092697485
"Sweden_European Integration",11320,2006,4,7,"Sweden","European Integration",0.793089738465815,0.681680866190463
"Sweden_European Integration",11320,2014,4,8,"Sweden","European Integration",0.169850675485544,0.601142024518615
"Sweden_European Integration",11320,2018,8,9,"Sweden","European Integration",1.19211847266079,0.387129970799687
"Sweden_European Integration",11320,2022,3,10,"Sweden","European Integration",0.690221156585151,0.684857502083369
"Sweden_European Integration",11420,2010,23,12,"Sweden","European Integration",0.549047526071979,0.343771142105728
"Sweden_European Integration",11420,2014,9,13,"Sweden","European Integration",0.461199860424226,0.368964952712488
"Sweden_European Integration",11420,2018,32,14,"Sweden","European Integration",0.789817255946243,0.222481637160142
"Sweden_European Integration",11420,2022,7,15,"Sweden","European Integration",1.74702824247358,0.423064114339199
"Sweden_European Integration",11620,2006,32,17,"Sweden","European Integration",0.103974876053962,0.286204411007906
"Sweden_European Integration",11620,2010,41,18,"Sweden","European Integration",-0.078950934756472,0.238904677466157
"Sweden_European Integration",11620,2014,23,19,"Sweden","European Integration",0.929547533326457,0.266100979713319
"Sweden_European Integration",11620,2018,10,20,"Sweden","European Integration",-0.429314499019965,0.40920368305924
"Sweden_European Integration",11620,2022,12,21,"Sweden","European Integration",0.398390780128592,0.346459825829937
"Sweden_European Integration",11710,2010,9,22,"Sweden","European Integration",-1.83682162971839,0.575857244162215
"Sweden_European Integration",11710,2014,8,23,"Sweden","European Integration",-1.89813040422625,0.302957578537123
"Sweden_European Integration",11710,2018,13,24,"Sweden","European Integration",-1.568063385722,0.329172757235998
"Sweden_European Integration",11710,2022,22,25,"Sweden","European Integration",-2.25562002371458,0.233686881094387
"Sweden_European Integration",11810,2006,3,26,"Sweden","European Integration",-0.0194190000764799,0.567360070116963
"Sweden_European Integration",11810,2010,17,27,"Sweden","European Integration",-0.108574398917891,0.323611472443272
"Sweden_Immigration",11110,2010,1,1,"Sweden","Immigration",-1.06852263624939,0.733039358063287
"Sweden_Immigration",11110,2014,30,2,"Sweden","Immigration",0.891046979445507,0.14292954702832
"Sweden_Immigration",11110,2018,36,3,"Sweden","Immigration",1.47238533917725,0.142529287213106
"Sweden_Immigration",11110,2022,3,4,"Sweden","Immigration",0.263361420727945,0.39082867230424
"Sweden_Immigration",11220,2006,4,5,"Sweden","Immigration",-0.26939294469599,0.531425700254908
"Sweden_Immigration",11220,2010,2,6,"Sweden","Immigration",0.441700438520086,0.452036577720581
"Sweden_Immigration",11220,2014,9,7,"Sweden","Immigration",1.97080916104166,0.284486154644497
"Sweden_Immigration",11220,2018,35,8,"Sweden","Immigration",1.06940975418209,0.12479782176958
"Sweden_Immigration",11220,2022,2,9,"Sweden","Immigration",0.225031703200509,0.539844699391505
"Sweden_Immigration",11320,2006,14,10,"Sweden","Immigration",0.245293955153652,0.235243103485905
"Sweden_Immigration",11320,2014,5,11,"Sweden","Immigration",1.55524250220817,0.294522921993683
"Sweden_Immigration",11320,2018,16,12,"Sweden","Immigration",0.691968265657212,0.146675835870486
"Sweden_Immigration",11320,2022,21,13,"Sweden","Immigration",0.450840393620751,0.148485496294935
"Sweden_Immigration",11420,2006,8,14,"Sweden","Immigration",-1.98079097882107,0.321339976688587
"Sweden_Immigration",11420,2010,13,15,"Sweden","Immigration",-1.50112662482941,0.209508169645253
"Sweden_Immigration",11420,2014,29,16,"Sweden","Immigration",0.520338092342732,0.130767920067496
"Sweden_Immigration",11420,2018,58,17,"Sweden","Immigration",0.390590582722873,0.110887468095394
"Sweden_Immigration",11420,2022,16,18,"Sweden","Immigration",-0.38039810825601,0.162178695186949
"Sweden_Immigration",11520,2006,3,19,"Sweden","Immigration",-2.5083959404065,0.448675225705592
"Sweden_Immigration",11520,2010,7,20,"Sweden","Immigration",0.136855880761692,0.243153510454109
"Sweden_Immigration",11520,2014,17,21,"Sweden","Immigration",1.10154921056584,0.183827203288544
"Sweden_Immigration",11520,2018,12,22,"Sweden","Immigration",-0.0857637386638052,0.181393531106712
"Sweden_Immigration",11520,2022,1,23,"Sweden","Immigration",-0.00156427577031791,0.611386994433308
"Sweden_Immigration",11620,2006,11,24,"Sweden","Immigration",-0.490962057079339,0.239605482600134
"Sweden_Immigration",11620,2010,16,25,"Sweden","Immigration",-1.04100555646001,0.2357972253206
"Sweden_Immigration",11620,2014,91,26,"Sweden","Immigration",0.892198128669439,0.0756941968806457
"Sweden_Immigration",11620,2018,139,27,"Sweden","Immigration",0.10621922486271,0.0671277017535006
"Sweden_Immigration",11620,2022,30,28,"Sweden","Immigration",0.277708472880973,0.14019786551557
"Sweden_Immigration",11710,2010,40,29,"Sweden","Immigration",-1.82472812158936,0.148095522338105
"Sweden_Immigration",11710,2014,46,30,"Sweden","Immigration",-0.987469457340312,0.11485289164056
"Sweden_Immigration",11710,2018,47,31,"Sweden","Immigration",-0.693073300499883,0.105940616029362
"Sweden_Immigration",11710,2022,151,32,"Sweden","Immigration",-0.759395232887735,0.0580629979400838
"Sweden_Immigration",11810,2006,3,33,"Sweden","Immigration",-0.780460581921798,0.31419810519479
"Sweden_Immigration",11810,2010,4,34,"Sweden","Immigration",0.113258915336227,0.387915704228572
"Sweden_Immigration",11810,2014,14,35,"Sweden","Immigration",0.679238608277053,0.183320916666949
"Sweden_Immigration",11810,2018,69,36,"Sweden","Immigration",0.482602817586746,0.103263554419704
"Sweden_Immigration",11810,2022,21,37,"Sweden","Immigration",0.395399708529806,0.164556315703456
"Norway_Labour and Social Welfare",12110,2013,217,1,"Norway","Labour and Social Welfare",-0.567893214255407,0.131028220400285
"Norway_Labour and Social Welfare",12110,2017,268,2,"Norway","Labour and Social Welfare",-0.155166885001926,0.121232025344015
"Norway_Labour and Social Welfare",12221,2005,600,3,"Norway","Labour and Social Welfare",-1.75290632486715,0.0222402854154916
"Norway_Labour and Social Welfare",12221,2009,736,4,"Norway","Labour and Social Welfare",-1.77268138350888,0.0177822513048878
"Norway_Labour and Social Welfare",12221,2013,1017,5,"Norway","Labour and Social Welfare",-1.69933457111201,0.0201000975573001
"Norway_Labour and Social Welfare",12221,2017,729,6,"Norway","Labour and Social Welfare",-1.58110361264976,0.033118869110759
"Norway_Labour and Social Welfare",12230,2017,645,7,"Norway","Labour and Social Welfare",-1.96886679092242,0.00810834599973895
"Norway_Labour and Social Welfare",12320,2005,464,8,"Norway","Labour and Social Welfare",-0.695762447128678,0.091200371276324
"Norway_Labour and Social Welfare",12320,2009,618,9,"Norway","Labour and Social Welfare",-0.787445197853369,0.0781009500629308
"Norway_Labour and Social Welfare",12320,2013,700,10,"Norway","Labour and Social Welfare",-0.540901470741264,0.0771716403864485
"Norway_Labour and Social Welfare",12320,2017,542,11,"Norway","Labour and Social Welfare",-0.502731581996684,0.0878220343083231
"Norway_Labour and Social Welfare",12420,2005,462,12,"Norway","Labour and Social Welfare",1.01369492708945,0.0115967152742552
"Norway_Labour and Social Welfare",12420,2009,406,13,"Norway","Labour and Social Welfare",1.01613625608452,0.0130819449279764
"Norway_Labour and Social Welfare",12420,2013,483,14,"Norway","Labour and Social Welfare",0.971642749044117,0.0156621664907361
"Norway_Labour and Social Welfare",12420,2017,647,15,"Norway","Labour and Social Welfare",0.989183694735307,0.0119053307087673
"Norway_Labour and Social Welfare",12520,2005,435,16,"Norway","Labour and Social Welfare",0.297509254890491,0.0931152956267844
"Norway_Labour and Social Welfare",12520,2009,575,17,"Norway","Labour and Social Welfare",0.566865757207751,0.060481047831892
"Norway_Labour and Social Welfare",12520,2013,778,18,"Norway","Labour and Social Welfare",0.590370696296898,0.0456808277967079
"Norway_Labour and Social Welfare",12520,2017,1003,19,"Norway","Labour and Social Welfare",0.567956377184326,0.0418678408465956
"Norway_Labour and Social Welfare",12620,2005,275,20,"Norway","Labour and Social Welfare",1.12580872962515,0.00692811469321699
"Norway_Labour and Social Welfare",12620,2009,311,21,"Norway","Labour and Social Welfare",0.483179895348596,0.108181161906417
"Norway_Labour and Social Welfare",12620,2013,289,22,"Norway","Labour and Social Welfare",1.04847976957054,0.0124325319497378
"Norway_Labour and Social Welfare",12620,2017,339,23,"Norway","Labour and Social Welfare",1.10256335756924,0.00713767316292662
"Norway_Labour and Social Welfare",12810,2005,567,24,"Norway","Labour and Social Welfare",-0.717794113626413,0.0729957620495994
"Norway_Labour and Social Welfare",12810,2009,672,25,"Norway","Labour and Social Welfare",-0.163172104279138,0.0783050039309022
"Norway_Labour and Social Welfare",12810,2013,346,26,"Norway","Labour and Social Welfare",0.00382344903798769,0.106491366963912
"Norway_Labour and Social Welfare",12810,2017,576,27,"Norway","Labour and Social Welfare",-0.329557920713067,0.0853595800553404
"Norway_Labour and Social Welfare",12951,2005,438,28,"Norway","Labour and Social Welfare",0.914787643682378,0.0232513697497179
"Norway_Labour and Social Welfare",12951,2009,336,29,"Norway","Labour and Social Welfare",0.815955793868439,0.0447875926017113
"Norway_Labour and Social Welfare",12951,2013,478,30,"Norway","Labour and Social Welfare",0.876293327250094,0.0288026635185328
"Norway_Labour and Social Welfare",12951,2017,524,31,"Norway","Labour and Social Welfare",0.851065940170866,0.0309994831638183
"Norway_Environment - Growth",12110,2013,654,1,"Norway","Environment - Growth",1.27023976910667,0.029855020645041
"Norway_Environment - Growth",12110,2017,525,2,"Norway","Environment - Growth",1.34429088941765,0.0186314002090256
"Norway_Environment - Growth",12221,2005,245,3,"Norway","Environment - Growth",1.51199330096502,0.00759549021294725
"Norway_Environment - Growth",12221,2009,508,4,"Norway","Environment - Growth",1.51783570502396,0.00490773438588941
"Norway_Environment - Growth",12221,2013,474,5,"Norway","Environment - Growth",1.49004688320989,0.00583863637739628
"Norway_Environment - Growth",12221,2017,331,6,"Norway","Environment - Growth",1.47400190715415,0.00881067871445831
"Norway_Environment - Growth",12230,2017,224,7,"Norway","Environment - Growth",1.29610798920821,0.0485419285231985
"Norway_Environment - Growth",12320,2005,82,8,"Norway","Environment - Growth",-0.794823191005835,0.118971355657167
"Norway_Environment - Growth",12320,2009,249,9,"Norway","Environment - Growth",-0.751072862132608,0.0771161087190506
"Norway_Environment - Growth",12320,2013,234,10,"Norway","Environment - Growth",-0.690420394245983,0.0774267365381636
"Norway_Environment - Growth",12320,2017,374,11,"Norway","Environment - Growth",-0.4051257316242,0.0807959770554644
"Norway_Environment - Growth",12420,2005,422,12,"Norway","Environment - Growth",-0.712714997682429,0.0541507229486741
"Norway_Environment - Growth",12420,2009,401,13,"Norway","Environment - Growth",-0.456242977536269,0.0741859829880761
"Norway_Environment - Growth",12420,2013,437,14,"Norway","Environment - Growth",0.125458208954979,0.0737742961909477
"Norway_Environment - Growth",12420,2017,530,15,"Norway","Environment - Growth",0.246739848921853,0.0713416494518438
"Norway_Environment - Growth",12520,2005,208,16,"Norway","Environment - Growth",0.86409236126698,0.13150340778109
"Norway_Environment - Growth",12520,2009,412,17,"Norway","Environment - Growth",0.579017515080891,0.0923035609538683
"Norway_Environment - Growth",12520,2013,485,18,"Norway","Environment - Growth",1.15102479871654,0.05898410171288
"Norway_Environment - Growth",12520,2017,424,19,"Norway","Environment - Growth",1.21241676990503,0.0525951174287693
"Norway_Environment - Growth",12620,2005,81,20,"Norway","Environment - Growth",-1.23265630072858,0.0163967737691592
"Norway_Environment - Growth",12620,2009,242,21,"Norway","Environment - Growth",-0.405429674178451,0.109850803598037
"Norway_Environment - Growth",12620,2013,104,22,"Norway","Environment - Growth",-0.913284390255612,0.0655358628024713
"Norway_Environment - Growth",12620,2017,235,23,"Norway","Environment - Growth",-1.15190833419305,0.0134354409154969
"Norway_Environment - Growth",12810,2005,383,24,"Norway","Environment - Growth",-0.659538664547052,0.0638320542954129
"Norway_Environment - Growth",12810,2009,845,25,"Norway","Environment - Growth",-0.602734895839109,0.0464824981372572
"Norway_Environment - Growth",12810,2013,189,26,"Norway","Environment - Growth",-0.800702849245704,0.0732636583060183
"Norway_Environment - Growth",12810,2017,303,27,"Norway","Environment - Growth",-0.694537185162557,0.0739551081784082
"Norway_Environment - Growth",12951,2005,136,28,"Norway","Environment - Growth",-1.03303861651312,0.0320622862511474
"Norway_Environment - Growth",12951,2009,134,29,"Norway","Environment - Growth",-0.945376981011086,0.0570340596604888
"Norway_Environment - Growth",12951,2013,147,30,"Norway","Environment - Growth",-0.886542425790402,0.0650396723641363
"Norway_Environment - Growth",12951,2017,157,31,"Norway","Environment - Growth",-0.947115475239789,0.047704087447133
"Norway_Immigration",12110,2013,46,1,"Norway","Immigration",-0.536250502876246,0.149097943477607
"Norway_Immigration",12110,2017,96,2,"Norway","Immigration",0.19589469620453,0.0869918994075812
"Norway_Immigration",12221,2005,29,3,"Norway","Immigration",1.11379572548573,0.128165416425106
"Norway_Immigration",12221,2009,39,4,"Norway","Immigration",0.646760899683911,0.123796460492678
"Norway_Immigration",12221,2013,267,5,"Norway","Immigration",-0.316095870059516,0.0566311452189303
"Norway_Immigration",12221,2017,111,6,"Norway","Immigration",0.312922474712723,0.0810534903592174
"Norway_Immigration",12230,2017,78,7,"Norway","Immigration",-0.286470603494914,0.122923656797511
"Norway_Immigration",12320,2005,11,8,"Norway","Immigration",1.09641119242204,0.195315534143368
"Norway_Immigration",12320,2009,66,9,"Norway","Immigration",0.809031417987366,0.0956108904244167
"Norway_Immigration",12320,2013,196,10,"Norway","Immigration",0.421044622682004,0.0636582808675051
"Norway_Immigration",12320,2017,60,11,"Norway","Immigration",0.180897661794253,0.113445941943911
"Norway_Immigration",12420,2005,40,12,"Norway","Immigration",0.501366197854348,0.142192542262984
"Norway_Immigration",12420,2009,9,13,"Norway","Immigration",1.0400109811996,0.271032660345438
"Norway_Immigration",12420,2013,115,14,"Norway","Immigration",-0.439926625393253,0.0943430566509413
"Norway_Immigration",12420,2017,114,15,"Norway","Immigration",0.237381558936313,0.0827343778592385
"Norway_Immigration",12520,2005,24,16,"Norway","Immigration",0.649036557823914,0.161291256306486
"Norway_Immigration",12520,2009,61,17,"Norway","Immigration",0.997286217407192,0.0964387054908716
"Norway_Immigration",12520,2013,217,18,"Norway","Immigration",0.208742598389615,0.0563313902459967
"Norway_Immigration",12520,2017,135,19,"Norway","Immigration",0.454377594061753,0.0703650369938774
"Norway_Immigration",12620,2005,34,20,"Norway","Immigration",0.463418448406917,0.158454200453916
"Norway_Immigration",12620,2009,26,21,"Norway","Immigration",0.310717986234977,0.166924331347203
"Norway_Immigration",12620,2013,70,22,"Norway","Immigration",0.199682145857109,0.103017193584989
"Norway_Immigration",12620,2017,77,23,"Norway","Immigration",-0.0245522992170405,0.102939392988268
"Norway_Immigration",12810,2005,26,24,"Norway","Immigration",0.817749907713698,0.155032891250624
"Norway_Immigration",12810,2009,72,25,"Norway","Immigration",0.111337091548425,0.103710642428061
