"doc_id","text","before","after","number","document_type","elec_period","date","title","pattern","id"
"text3.11","1,3 Mrd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",35
"text3.12","DM gekürzt.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",36
"text3.13","Der Ausgleich der Mindereinnahmen der Rentenversicherung erfolgt dadurch, daß schon zum 1.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",37
"text3.14","Januar 1984 eine Beteiligung der Rentner an den Kosten ihrer Krankenversicherung eingeführt wird.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",38
"text3.15","Zu diesem Zweck wird in der Rentenversicherung der Arbeiter und der Angestellten sowie in der knappschaftlichen Rentenversicherung der Beitragszuschuß zu den Krankenversicherungsbeiträgen der Rentner, der vom Jahre 1983 an grundsätzlich allen Rentnern in Höhe von 11,8 v.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",39
"text3.16","H. der Rente geleistet wird, um einen Prozentpunkt gemindert.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",40
"text3.17","In der Altershilfe für Landwirte sind gleichgerichtete Regelungen vorgesehen.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",41
"text3.19","Alternative keine D.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",43
"text3.20","Kosten Die Steuermindereinnahmen durch die vorgesehene Investitionszulage werden auf insgesamt rd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",44
"text3.21","4 Mrd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",45
"text3.22","DM geschätzt; davon entfallen 1 850 Mio.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",46
"text3.23","DM auf den Bund, 1 870 Mio.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",47
"text3.24","DM auf die Länder und 280 Mio.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",48
"text3.25","DM auf die Gemeinden.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",49
"text3.26","Der Bund wird zusätzlich dazu durch beschäftigungsfördernde Maßnahmen in den Jahren 1982 bis 1985 mit Zahlungen aus dem Bundeshaushalt in einer Größenordnung von rd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",50
"text3.27","1,6 Mrd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",51
"text3.28","DM belastet.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",52
"text3.29","Diese Maßnahmen von insgesamt rd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",53
"text3.30","5,6 Mrd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",54
"text3.31","DM sollen im wesentlichen durch Anhebung der Umsatzsteuer um 1 v.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",55
"text3.32","H.-Punkt (0,5 v.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",56
"text3.33","H.-Punkte für ermäßigt besteuerte Umsätze) ab 1.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",57
"text3.34","Juli 1983 sowie durch Kürzung des Bundeszuschusses zur Rentenversicherung der Arbeiter und der Angestellten und durch Minderausgaben der knappschaftlichen Rentenversicherung und der Krankenversicherung der Landwirte (1984 insgesamt rd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",58
"text3.35","1,4 Mrd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",59
"text3.36","DM) finanziert werden.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",60
"text3.37","In der Rentenversicherung der Arbeiter und der Angestellten ergeben sich in 1984 Mindereinnahmen von rd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",61
"text3.38","1,3 Mrd.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",62
"text3.39","DM, die durch eine Beteiligung der Rentner an den Kosten ihrer Krankenversicherung ausgeglichen werden.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",63
"text3.40","Im einzelnen wird auf die Übersicht über die finanziellen Auswirkungen in der Begründung zum Gesetzentwurf verwiesen.","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",64
"text3.41","An den Herrn Präsidenten des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text3","1","09/1488","Gesetzentwurf","9",1982-03-23,NA,"Entwurf eines Gesetz",65
"text4.2","Problem Mit dem 2.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",67
"text4.3","Haushaltsstrukturgesetz vom 22.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",68
"text4.4","Dezember 1981 ist die Möglichkeit der Lohnsteuerpauschalierung für Teilzeitbeschäftigte durch die Einführung einer amtlichen Bescheinigung als Zulässigkeitsvoraussetzung auf ein Dienstverhältnis beschränkt worden.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",69
"text4.5","Es zeigt sich bereits jetzt, daß von dieser Maßnahme ungünstige Auswirkungen auf die Beschäftigungssituation in Wirtschaftsbereichen, die in großem Umfang auf Aushilfskräfte angewiesen sind, ausgehen.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",70
"text4.6","Abgesehen von dem unvertretbaren zusätzlichen Verwaltungsaufwand, der den Gemeinden im Zusammenhang mit der Ausstellung der Pauschalierungsbescheinigung aufgebürdet worden ist, wird die damit angestrebte Beseitigung ungerechtfertigter Progressionsvorteile selbst im Bereich der Arbeitnehmer, die mehrere Teilzeitbeschäftigungen nebeneinander ausüben, nur unvollständig erreicht.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",71
"text4.7","Dieses Ergebnis rechtfertigt nicht die damit verbundene, für Arbeitgeber und Arbeitnehmer gleichermaßen unerträgliche weitere Bürokratisierung des Besteuerungsverfahrens.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",72
"text4.9","Lösung Auf die Vorlage einer amtlichen Bescheinigung als Voraussetzung für die Zulässigkeit der Lohnsteuerpauschalierung für Teilzeitbeschäftigte wird verzichtet.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",74
"text4.11","Alternativen Zur Abschwächung ungerechtfertigter Progressionsvorteile könnten die Pauschsteuersätze von 10 auf 15 v.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",76
"text4.12","H. bzw. für landund forstwirtschaftliche Aushilfskräfte von 2 auf 3 v.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",77
"text4.13","H. erhöht werden.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",78
"text4.15","Kosten Zur Einschränkung der Lohnsteuerpauschalierung für Teilzeitbeschäftigte im 2.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",80
"text4.16","Haushaltsstrukturgesetz wurden mangels entsprechender statistischer Unterlagen keine finanziellen Auswirkungen angegeben.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",81
"text4.17","Aus dem gleichen Grund können auch die finanziellen Auswirkungen der Aufhebung dieser Einschränkung nicht beziffert werden.","text4","1","09/1671","Gesetzentwurf","9",1982-05-26,NA,"Entwurf eines Gesetz",82
"text5.1","An den Herrn Präsidenten des Deutschen Bundestages Hiermit übersende ich gemäß Artikel 110 Abs. 3 des Grundgesetzes den von der Bundesregierung beschlossenen","text5","1","09/1920","Gesetzentwurf","9",1982-08-27,NA,"Entwurf eines Gesetz",83
"text6.1","An den Herrn Präsidenten des Deutschen Bundestages Hiermit übersende ich gemäß Artikel 110 Abs. 3 des Grundgesetzes die von der Bundesregierung beschlossene Ergänzung zum","text6","1","09/2050","Gesetzentwurf","9",1982-11-05,NA,"Entwurf eines Gesetz",84
"text7.2","Zielsetzung Die finanzielle Bestandsaufnahme der neuen Bundesregierung hat bestätigt, daß die von der bisherigen Bundesregierung im Zusammenhang mit dem Haushaltsentwurf 1983 beabsichtigten gesetzlichen Maßnahmen unzureichend waren, um angesichts der verschlechterten wirtschaftlichen Entwicklung den Anforderungen einer auf Wiederbelebung der Wirtschaft und Beschäftigung und Abbau der strukturellen Defizite gerichteten Finanzpolitik gerecht zu werden.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",86
"text7.4","Lösung Zur Realisierung notwendiger Einsparungen konsumtiver Ausgaben im Bundeshaushalt sowie zur Wiederbelebung der Wirtschaft und Beschäftigung durch steuerliche Entlastung der Wirtschaft und Anreize für Investitionen sind im Wohnungsbau sowie zur Entlastung der Rentenversicherung, der Krankenversicherung und der Bundesanstalt für Arbeit zahlreiche gesetzliche Maßnahmen erforderlich.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",88
"text7.5","Der Entwurf sieht Veränderungen im steuerlichen Bereich einschließlich einer Erhöhung der Umsatzsteuer, deren Aufkommen weitgehend zur steuerlichen Förderung von Investitionen verwendet werden soll, sowie eine rückzahlbare Investitionshilfe vor.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",89
"text7.6","Daneben regelt er die Verteilung der Umsatzsteuer zwischen Bund und Ländern und schafft einen Ausgleich für den Steuerausfall der Gemeinden infolge der Entlastungen der Betriebe bei der Gewerbesteuer.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",90
"text7.7","Die Anpassung der Besoldungsund Versorgungsbezüge im Jahre 1983 wird mit Blick auf die Entwicklung der allgemeinen wirtschaftlichen und finanziellen Verhältnisse vorab geregelt.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",91
"text7.8","Änderungen der Leistungsgesetze, insbesondere beim Kindergeld, beim Wohngeld und beim BAföG sind geboten, um die vorgesehene Entlastung des Bundeshaushalts zu erreichen.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",92
"text7.9","Ein auch quantitativ erheblicher Teil des Maßnahmepakets entfällt auf den Sozialbereich, wo insbesondere Erhöhung von Beiträgen und Verschiebung von Rentenanpassungen unvermeidlich sind.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",93
"text7.10","Hier muß zusätzlich den neuen gesamtwirtschaftlichen Eckdaten Rechnung getragen werden, aus denen sich erhebliche Auswirkungen ergeben.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",94
"text7.11","Die Zielsetzung des Gesetzentwurfs wird unter möglichst gleichmäßiger Verteilung der Lasten verfolgt.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",95
"text7.12","Soweit die von der bisherigen Bundesregierung und den bisherigen Koalitionsfraktionen vorgeschlagenen gesetzlichen Maßnahmen weiter verfolgt werden, sind sie in diesen Gesetzentwurf aufgenommen.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",96
"text7.13","Hinsichtlich der Einzelmaßnahmen wird auf die Übersicht im Allgemeinen Teil der Begründung Bezug genommen.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",97
"text7.15","Alternativen keine D.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",99
"text7.16","Kosten Durch die vorgesehenen Maßnahmen wird allein der Bundeshaushalt im Jahre 1983 um insgesamt 12 Mrd.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",100
"text7.17","DM entlastet.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",101
"text7.18","Dabei ist das Aufkommen aus der Investitionshilfeabgabe nicht mitgerechnet.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",102
"text7.19","Die bisherigen Begleitgesetze sahen Entlastungen von rd.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",103
"text7.20","8,7 Mrd.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",104
"text7.21","DM für den Bundeshaushalt 1983 vor.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",105
"text7.22","Der Gesetzentwurf führt zu folgenden Auswirkungen: Entlastungen insgesamt davon Einnahmen Ausgaben Haushaltsentbzw. belastung ( – ) — in Mio.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",106
"text7.23","DM — 1983 17 81912 0323 9651 822 1 870— 9272 277520 15 94912 9591 6881 302 Die finanziellen Auswirkungen sind im geänderten Entwurf des Bundeshaushalts 1983 berücksichtigt.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",107
"text7.24","Im einzelnen wird auf die Übersicht über die finanziellen Auswirkungen der Einzelmaßnahmen (S. 59) und die Einzeldarstellungen in den Begründungen verwiesen.","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",108
"text7.25","An den Herrn Präsidenten des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text7","1","09/2140","Gesetzentwurf","9",1982-11-30,NA,"Entwurf eines Gesetz",109
"text8.2","Zielsetzung Ein bisher der Montan-Mitbestimmung unterliegendes Unternehmen soll bei Wegfall der gesetzlichen Anwendungsvoraussetzungen weitere sechs Jahre montan-mitbestimmt bleiben.","text8","1","09/235","Gesetzentwurf","9",1981-03-16,NA,"Entwurf eines Gesetz",111
"text8.3","Außerdem sollen die Arbeitnehmervertreter im Aufsichtsrat, die nicht der Belegschaft angehören, künftig nicht mehr entsandt, sondern wie die belegschaftsangehörigen Aufsichtsratsmitglieder gewählt werden.","text8","1","09/235","Gesetzentwurf","9",1981-03-16,NA,"Entwurf eines Gesetz",112
"text8.5","Lösung In Unternehmen, bei denen die Voraussetzungen für die Anwendung des Montan-Mitbestimmungsgesetzes von 1951 oder des Mitbestimmungsergänzungsgesetzes von 1956 entfallen, soll die bis dahin angewandte Mitbestimmungsregelung für die Dauer von sechs Jahren weitergelten.","text8","1","09/235","Gesetzentwurf","9",1981-03-16,NA,"Entwurf eines Gesetz",114
"text8.6","Arbeitnehmervertreter im Aufsichtsrat, die nicht der Belegschaft angehören, sollen von den Spitzenorganisationen der Gewerkschaften vorgeschlagen und nach den im Montan-Mitbestimmungsgesetz von 1951 und im Mitbestimmungsergänzungsgesetz von 1956 für die Wahl der belegschaftsangehörigen Aufsichtsratsmitglieder enthaltenen Verfahren gewählt werden.","text8","1","09/235","Gesetzentwurf","9",1981-03-16,NA,"Entwurf eines Gesetz",115
"text8.8","Alternativen keine D.","text8","1","09/235","Gesetzentwurf","9",1981-03-16,NA,"Entwurf eines Gesetz",117
"text8.9","Kosten keine An den Herrn Präsidenten des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text8","1","09/235","Gesetzentwurf","9",1981-03-16,NA,"Entwurf eines Gesetz",118
"text9.2","Zielsetzung Der Gesetzentwurf bringt eine Sicherung und Anpassung der Arbeitsförderung an die aktuellen politischen Erfordernisse.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",120
"text9.3","Die Instrumente der Arbeitsförderung werden auf die besonderen arbeitsmarktpolitischen Erfordernisse ausgerichtet; bei ihrem Einsatz ist den Grundsätzen der Wirtschaftlichkeit und Sparsamkeit besonders Rechnung zu tragen.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",121
"text9.5","Lösung 1.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",123
"text9.6","Die arbeitsmarktpolitischen Instrumente sollen effektiver ausgestaltet werden durch —eine Konzentration der Maßnahmen auf arbeitslose und von Arbeitslosigkeit unmittelbar bedrohte Arbeitnehmer, —das Gebot einer wirtschaftlichen und sparsamen Durchführung der Maßnahmen der beruflichen Bildung und Rehabilitation, —die Senkung der Höhe der Unterhaltsleistungen bei beruflicher Bildung und Rehabilitation, —die Verbesserung der Möglichkeiten zur Bekämpfung illegaler Beschäftigung mit dem Verbot der Leiharbeit in der Bauwirtschaft.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",124
"text9.8","Leistungsmißbrauch soll verstärkt bekämpft werden durch eine Änderung der Bestimmungen über Nebenverdienst, Sperrzeiten, Zumutbarkeit und die Folgen von Meldeversäumnissen sowie durch eine Erweiterung des Ermittlungsrechts der Bundesanstalt für Arbeit.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",126
"text9.10","Die Anwartschaftszeit für den Bezug von Arbeitslosengeld wird auf zwölf Monate verlängert, für Saisonarbeitnehmer bleibt es bei einer Anwartschaftszeit von sechs Monaten.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",128
"text9.12","Bestimmte Leistungen werden an die aktuelle Finanzsituation angepaßt.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",130
"text9.13","So werden —bei Feststellung der Voraussetzungen für Kurzarbeitergeld Überstunden gegengerechnet, —für Arbeitgeber die Verpflichtung eingeführt, unter bestimmten Voraussetzungen der Bundesanstalt für Arbeit das für die Zeit nach Vollendung des 59.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",131
"text9.14","Lebensjahres gezahlte Arbeitslosengeld für längstens ein Jahr zu erstatten, —die öffentliche Hand grundsätzlich als Träger von Arbeitsbeschaffungsmaßnahmen von der Förderung ausgeschlossen.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",132
"text9.16","Die Einnahmen der Bundesanstalt für Arbeit werden durch eine Erhöhung der Beiträge von Arbeitgebern und Arbeitnehmern um je 0,25 v.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",134
"text9.17","H. verbessert.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",135
"text9.19","Eine Neuabgrenzung der arbeitsmarktpolitischen Risiken wird vorgenommen, indem Leistungen zugunsten von Nicht-Beitragszahlern eingeschränkt werden.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",137
"text9.21","Die Versicherungsfreiheit bei geringfügigen Beschäftigungen soll entfallen, um die soziale Sicherung der betroffenen Arbeitnehmer (überwiegend Frauen) zu verbessern und Umgehungen der Sozialversicherungspflicht zu vermeiden.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",139
"text9.22","Ausgenommen sind geringfügige Beschäftigungen in privaten Haushalten.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",140
"text9.23","Studenten und Schüler bleiben versicherungsfrei.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",141
"text9.25","Alternativen keine D.","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",143
"text9.26","Kosten Der Gesetzentwurf hat im wesentlichen folgende finanzielle Auswirkungen: 1982198319841985 in Millionen DM — Arbeits+6 698+7 473+4 243+4 193 förderung — Renten+300+300+300+300 versicherung An den Herrn Präsidenten des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text10","1","09/846","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",144
"text10.2","Zielsetzung Zurückdrängen der illegalen Beschäftigung in ihren sozial und wirtschaftlich schädlichen Erscheinungsformen (illegale Arbeitnehmerüberlassung, illegale Ausländerbeschäftigung und Schwarzarbeit).","text11","1","09/847","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",146
"text10.4","Lösung Neben dem Abbau von Hemmnissen für eine wirkungsvolle Zusammenarbeit der an der Bekämpfung illegaler Beschäftigung beteiligten Behörden werden zusätzliche Regelungen für folgende Bereiche getroffen: 1.","text11","1","09/847","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",148
"text10.5","Arbeitnehmerüberlassung a) Einführung eines Bußgeldes für Entleiher und Leiharbeitnehmer bei Arbeitnehmerüberlassung ohne Erlaubnis, b) Überwachungsmöglichkeiten der Bundesanstalt für Arbeit im Entleiherbetrieb, c) Erhöhung des Bußgeldrahmens für illegale Verleiher und Entleiher, d) Beteiligungsrechte des Betriebsund Personalrates des Entleiherbetriebes.","text11","1","09/847","Gesetzentwurf","9",1981-09-28,NA,"Entwurf eines Gesetz",149
