"party","election","num_speeches","doc_id","country","wf_score","wf_se"
12420,2009,45,11,"Norway",-0.781388990325526,0.04365803079819
12420,2013,1,12,"Norway",0.0324743507192165,0.592035076454215
12420,2017,23,13,"Norway",-0.235165119101062,0.0794601210055889
12520,2005,26,14,"Norway",0.647359725442493,0.110869517284784
12520,2009,85,15,"Norway",-0.864222412686176,0.0298554010665221
12520,2013,2,16,"Norway",-1.23877413465483,0.138153567281824
12520,2017,71,17,"Norway",-0.896347714906657,0.0286991745430167
12620,2005,1,18,"Norway",-0.956488054241048,0.250000205529168
12620,2009,114,19,"Norway",-0.812547543944586,0.0265378140314618
12620,2013,2,20,"Norway",-0.051264886743293,0.506541626377499
12620,2017,37,21,"Norway",-0.632994564464666,0.0487761831103726
12810,2005,5,22,"Norway",0.0349768834388963,0.183314016145108
12810,2009,301,23,"Norway",-0.553143439741831,0.0200087019989233
12810,2017,84,24,"Norway",-0.577797735674636,0.0371663785862529
12951,2005,10,25,"Norway",0.171707144370282,0.138098080919679
12951,2009,74,26,"Norway",-0.492945218002273,0.0415955290418958
12951,2013,4,27,"Norway",-0.574646909208909,0.158554856328081
12951,2017,90,28,"Norway",-0.688623413479159,0.0313305920686295
13001,2011,6,1,"Denmark",-0.382980584174954,0.440947598880387
13001,2015,3,2,"Denmark",0.913278955757628,0.512207333494941
13001,2019,2,3,"Denmark",0.0121656265638361,0.851205431682377
13110,2015,4,4,"Denmark",-0.173753869022141,0.473045638717336
13110,2019,9,5,"Denmark",1.07830822753019,0.560268935955555
13229,2005,8,6,"Denmark",-2.08202825775628,0.358384716732544
13229,2011,13,7,"Denmark",-1.28354202473591,0.229385019457104
13230,1998,5,8,"Denmark",-0.969773288067037,0.386235627631026
13230,2005,3,9,"Denmark",0.976981485607788,0.623046201864588
13230,2011,12,10,"Denmark",-1.45149658423249,0.273017352818944
13320,2001,5,11,"Denmark",-0.0581286806489455,0.526146258335819
13320,2005,3,12,"Denmark",-0.0722064355115668,0.52531495430822
13320,2007,16,13,"Denmark",0.132030673133839,0.453883559864181
13320,2011,3,14,"Denmark",0.14961059533522,0.642335056841204
13320,2015,15,15,"Denmark",0.587969204295097,0.329823609245974
13320,2019,38,16,"Denmark",1.63748993706941,0.250352491574187
13330,2005,8,17,"Denmark",2.00822350964833,0.43933820195652
13410,1998,2,18,"Denmark",-1.97231063589271,0.531051877714651
13410,2005,2,19,"Denmark",0.346796150677419,0.57491408044269
13410,2011,7,20,"Denmark",-0.418902778185127,0.394333918096385
13420,2005,8,21,"Denmark",0.341537846493752,0.420625583347741
13420,2011,15,22,"Denmark",-1.20662569279973,0.275325529122721
13420,2015,13,23,"Denmark",0.753480401497997,0.364562589733972
13620,1998,9,25,"Denmark",-0.701260009469387,0.305720133946755
13620,2005,5,26,"Denmark",0.600484636047764,0.528823198266652
13620,2007,1,27,"Denmark",0.483396725796902,0.863337641065938
13620,2019,7,28,"Denmark",0.235452810648163,0.475515203970567
13730,2019,16,29,"Denmark",0.515802054392949,0.303796647571633
14110,2007,22,1,"Finland",0.694968905920904,0.136622019948038
14110,2011,35,2,"Finland",1.37117529060617,0.0892909816789632
14110,2015,3,3,"Finland",-0.0610947302695159,0.436421558399554
14110,2019,1,4,"Finland",-0.159043728226303,0.762613020834781
14223,2007,16,5,"Finland",1.3989949111076,0.123050010580698
14223,2011,2,6,"Finland",-0.0775120718070854,0.353925794748849
14223,2015,5,7,"Finland",-0.870398764413335,0.335274648647878
14223,2019,1,8,"Finland",0.847134223961733,0.707182825421059
14320,2007,16,9,"Finland",0.136718102180222,0.16664835797777
14320,2011,66,10,"Finland",-0.322572420538399,0.0828584545726134
14320,2015,13,11,"Finland",-2.2414986417621,0.2704384996359
14320,2019,54,12,"Finland",-3.12664290990689,0.168295651304013
14440,2019,2,13,"Finland",0.122481357487442,0.553872570947002
14520,2007,5,14,"Finland",0.186496975411087,0.246349904014975
14520,2011,31,15,"Finland",0.851501600855579,0.111460883398329
14520,2015,1,16,"Finland",-0.372880337667691,0.650643675244294
14520,2019,1,17,"Finland",0.863256472159149,0.705951863207108
14620,2007,2,18,"Finland",0.182150118240544,0.497148394789155
14620,2011,12,19,"Finland",-0.365960004451138,0.198605232488387
14620,2015,9,20,"Finland",-0.380053024957633,0.256345059496252
14620,2019,2,21,"Finland",0.630471455388069,0.722739561647007
14810,2007,48,22,"Finland",0.309557042803277,0.0956708763822861
14810,2011,53,23,"Finland",0.435543387997549,0.0829098379905549
14810,2015,5,24,"Finland",-1.30806289445648,0.368915300673827
14810,2019,3,25,"Finland",0.269837152355137,0.394978602644786
14820,2007,13,26,"Finland",0.853557317283193,0.191778768168334
14820,2011,15,27,"Finland",0.860160143091659,0.154485689578592
14820,2015,5,28,"Finland",0.00700681230856675,0.336629865888223
14820,2019,8,29,"Finland",-0.886736382187685,0.315196675323971
14901,2007,3,30,"Finland",1.80425769758304,0.297250103917497
14901,2011,2,31,"Finland",-1.01657131938242,0.497482422642717
14901,2015,7,32,"Finland",-0.140578542316644,0.274772742621738
14901,2019,4,33,"Finland",-0.495663194397608,0.451545572675259
21111,2007,156,1,"Belgium",0.0130011198392896,0.0544937672718473
21111,2010,64,2,"Belgium",0.0947297985180869,0.0779726946033608
21111,2019,7,3,"Belgium",0.46785194292494,0.323355964370964
21112,2007,647,4,"Belgium",-1.74129003034676,0.0227577438336089
21112,2010,265,5,"Belgium",-1.22187941262729,0.0388860999909767
21112,2014,110,6,"Belgium",-0.491177366671235,0.0668680350546722
21112,2019,21,7,"Belgium",-0.0223469248514151,0.170724747202556
21221,2007,14,8,"Belgium",-1.42338271466792,0.168347640201537
21230,2014,49,9,"Belgium",-0.71187950209017,0.10168439667634
21230,2019,53,10,"Belgium",-0.0689621226658501,0.104839510138546
21321,2007,11,11,"Belgium",-0.317274291976638,0.239880419359409
21321,2010,51,12,"Belgium",-1.65784618203678,0.0807033833155022
21321,2014,41,13,"Belgium",0.239783051358978,0.122110570358282
21321,2019,9,14,"Belgium",-0.0385907997077482,0.270988575194814
21322,2007,52,15,"Belgium",0.405041834713486,0.0898378683874727
21322,2010,46,16,"Belgium",0.461997491883466,0.110155573568035
21322,2014,118,17,"Belgium",1.82679225380686,0.055999513178715
21322,2019,79,18,"Belgium",2.04203040878731,0.066565424171389
21330,2007,52,19,"Belgium",-0.87605191980831,0.0907363435441
21421,2007,39,20,"Belgium",-0.881496642457204,0.111830195326285
21421,2010,53,21,"Belgium",-1.17657076742715,0.0927133585836574
21421,2014,12,22,"Belgium",-0.130906027163498,0.250307408797172
21421,2019,24,23,"Belgium",0.213147280069285,0.206435636523933
21426,2007,155,24,"Belgium",0.114043953570987,0.0587315682132066
21426,2010,45,25,"Belgium",0.826758284444922,0.115734845016908
21426,2014,170,26,"Belgium",1.42739767307796,0.0519805021130717
21426,2019,78,27,"Belgium",1.90864543587474,0.07475270130462
21430,2007,90,28,"Belgium",-1.10697727698147,0.0726188573801371
21521,2007,111,29,"Belgium",-1.96469603171538,0.0446035587482435
21521,2010,88,30,"Belgium",-0.903145665858642,0.0759808734943249
21521,2014,63,31,"Belgium",0.565778180844373,0.104576023780056
21521,2019,108,32,"Belgium",0.166074436316467,0.0770895832078451
21522,2007,6,33,"Belgium",0.219457202689182,0.235112226439376
21522,2010,156,34,"Belgium",0.0608610244171242,0.0560623701244233
21522,2014,102,35,"Belgium",1.33517541471822,0.0698360656570875
21522,2019,2,36,"Belgium",0.959081286831781,0.441933021649814
21912,2014,21,37,"Belgium",1.69519709437309,0.145862300952245
21912,2019,2,38,"Belgium",0.701653816754363,0.445157194677265
21916,2007,14,39,"Belgium",-0.507679397637498,0.229426064945092
21916,2010,35,40,"Belgium",-0.72291975315938,0.117954778997028
21916,2014,19,41,"Belgium",0.663088456201434,0.193528093253914
21916,2019,13,42,"Belgium",0.998001271407984,0.22824969231372
21917,2007,12,43,"Belgium",-1.14668328078167,0.194317980240012
21917,2010,36,44,"Belgium",-0.573133962986223,0.132995625107062
21917,2019,14,45,"Belgium",0.279301360193917,0.185788000977602
22110,2006,76,1,"Netherlands",1.14250027689175,0.0542077597967265
22110,2010,165,2,"Netherlands",1.1435076573066,0.0382669452765049
22110,2012,185,3,"Netherlands",1.47158834418877,0.0243294307734538
22110,2017,29,4,"Netherlands",-2.08011256637498,0.130832152807007
22110,2021,8,5,"Netherlands",-1.44015694207887,0.20168826682835
22210,1946,1,6,"Netherlands",0.508429827613358,0.587944188588226
22210,1982,4,7,"Netherlands",-0.508925317277496,0.254119310699473
22220,1994,9,8,"Netherlands",-0.80098379372942,0.188696932302429
22220,2006,35,9,"Netherlands",1.24794593539172,0.066312315539367
22220,2010,44,10,"Netherlands",1.35194765277697,0.0606760274770326
22220,2012,78,11,"Netherlands",1.43375595918696,0.0391641590239155
22220,2021,3,12,"Netherlands",0.16028635871654,0.306597431798687
22230,1986,37,13,"Netherlands",-1.39957924569287,0.0940511493927172
22235,2021,16,14,"Netherlands",-1.23298371210028,0.143951445693356
22240,2021,2,15,"Netherlands",-1.20367665422991,0.401716565505889
22320,2006,81,16,"Netherlands",0.93950188206776,0.0564747736006638
22320,2010,110,17,"Netherlands",0.829269821008328,0.0517915541626879
22320,2012,172,18,"Netherlands",1.28858221058716,0.0318425053151023
22320,2017,11,19,"Netherlands",-1.26609460634405,0.169697831498442
22320,2021,18,20,"Netherlands",-1.69078518852422,0.161798696650618
22321,2017,3,21,"Netherlands",-1.79720203241311,0.289763334424029
22321,2021,2,22,"Netherlands",-0.682945691312519,0.385250482911824
22330,2006,98,23,"Netherlands",1.37749334683618,0.0389309524864899
22330,2010,292,24,"Netherlands",1.74099492541768,0.011462051659056
22330,2012,178,25,"Netherlands",1.65427719813208,0.0199854623011919
22330,2017,15,26,"Netherlands",0.954121518027508,0.122771473938317
22330,2021,24,27,"Netherlands",-0.0148814168447541,0.120687072140341
22420,2006,23,28,"Netherlands",-0.0705860729925426,0.125466975029217
22420,2010,61,29,"Netherlands",0.581001233575053,0.0667613926352447
22420,2012,31,30,"Netherlands",0.703081528596688,0.0921145215253695
22420,2017,23,31,"Netherlands",-0.73887834213788,0.13304473988723
22420,2021,79,32,"Netherlands",-0.469698469468411,0.0683608244475536
22521,2006,135,33,"Netherlands",1.17388613508117,0.0372681488736144
22521,2010,125,34,"Netherlands",1.12500154387985,0.0372189441716708
22521,2012,69,35,"Netherlands",1.36190859506302,0.0460555903977605
22521,2017,3,36,"Netherlands",-0.934138820204895,0.463759979416173
22521,2021,11,37,"Netherlands",-0.251157921966595,0.159263670129885
22526,2006,131,38,"Netherlands",0.70737539700647,0.0426468529068737
22526,2010,246,39,"Netherlands",1.30714855844892,0.025317528491818
22526,2012,233,40,"Netherlands",1.19591996777383,0.0290414509937775
22526,2017,13,41,"Netherlands",0.310308457093393,0.147489762439813
22526,2021,32,42,"Netherlands",-0.786929720943624,0.103978964882885
22527,1982,16,43,"Netherlands",0.46318009713282,0.121512672857359
22527,1989,29,44,"Netherlands",-0.355329362303957,0.100889995732648
22527,1994,36,45,"Netherlands",-0.613852447633215,0.0958242415622819
22527,1998,49,46,"Netherlands",-0.901137532508081,0.0821575615045139
22528,1981,16,47,"Netherlands",-0.572651091828181,0.143299312279637
22528,1982,16,48,"Netherlands",-0.562476003342428,0.143250776387539
22528,1989,48,49,"Netherlands",0.198430637205036,0.0802812904774766
22528,1994,132,50,"Netherlands",-0.355393368913023,0.0435843574904061
22528,1998,42,51,"Netherlands",-1.14111062769737,0.0942138304016365
22710,1982,14,52,"Netherlands",-0.421936366820645,0.125336962404727
22711,1994,1,53,"Netherlands",-0.285133250469412,0.68719816139152
22722,2006,2,54,"Netherlands",0.246912998237912,0.443044832169213
22722,2012,2,55,"Netherlands",-1.19719664971314,0.440723753682291
22722,2021,8,56,"Netherlands",-0.828422119066954,0.291968470398248
22730,2021,16,57,"Netherlands",-0.408748454728779,0.168254944511204
22731,2021,15,58,"Netherlands",-0.602963949564307,0.154824527272581
22820,2021,2,59,"Netherlands",-0.172929718042348,0.796928717675329
22951,2006,90,60,"Netherlands",0.679673688064633,0.0485406628256638
22951,2010,171,61,"Netherlands",1.50933177199853,0.0232737541987241
22951,2012,234,62,"Netherlands",1.26041545156343,0.0297168886079955
22951,2017,81,63,"Netherlands",-0.553250637700107,0.0652239729261682
22951,2021,64,64,"Netherlands",-1.13305735579112,0.0749171922575765
22952,1982,29,65,"Netherlands",-0.0926812650482485,0.109900130528123
22952,1986,38,66,"Netherlands",-0.735030100825189,0.0910941604357844
22952,1989,46,67,"Netherlands",-0.495727075612279,0.0854654251359468
22952,1994,27,68,"Netherlands",-0.198471942973455,0.111986740359265
22952,1998,87,69,"Netherlands",-0.868616333297023,0.071955213796373
22952,2002,135,70,"Netherlands",-0.904282147070839,0.0524253544475557
22952,2006,45,71,"Netherlands",0.182837015707898,0.0848215262852163
22952,2010,77,72,"Netherlands",0.604538193191501,0.063513803277691
22952,2012,43,73,"Netherlands",1.32299929355982,0.0629783990799605
22952,2017,3,74,"Netherlands",-1.2303438918617,0.402850451283787
22953,2012,2,75,"Netherlands",1.27299256416581,0.380955474025595
22953,2021,2,76,"Netherlands",0.541507286670743,0.289213220665347
22954,1994,66,77,"Netherlands",-0.559059862396018,0.0771503573390319
22955,1994,5,78,"Netherlands",-1.43313525832166,0.225564683514866
31021,2012,31,1,"France",-0.820960295157977,0.145597723126107
31110,2012,16,2,"France",-0.602745033903217,0.237272495693004
31230,2012,30,3,"France",-0.524608633262259,0.145025925998788
31230,2017,2,4,"France",0.561877620492715,0.545990966620458
31320,2012,3,5,"France",0.46916381665478,0.415963110081757
31421,2012,6,6,"France",1.33515192746625,0.455107035614984
31430,2017,3,8,"France",1.33557228226411,0.612216934770151
31624,2012,3,9,"France",-2.21204900539167,0.458454787543274
31624,2017,3,10,"France",-0.406488363153614,0.468832827130308
31626,2012,33,11,"France",0.355378147863137,0.172953877494425
31626,2017,3,12,"France",1.3355722822644,0.612216934759044
31630,2012,22,13,"France",0.228812181657737,0.191818937111455
31631,2012,9,14,"France",-0.591898496801375,0.288560309758421
31720,2012,4,15,"France",-0.462778430993022,0.522439732752186
32021,2013,25,1,"Italy",0.0422688159827803,0.0976077893454666
32022,2018,4,2,"Italy",0.0957305772038835,0.289835604715734
32031,2018,4,3,"Italy",0.900796127427027,0.165915836743119
32051,2018,2,4,"Italy",-0.235954364582145,0.730630873771969
32061,2008,6,5,"Italy",-0.203076886105762,0.402832979573285
32061,2013,2,6,"Italy",1.25018292676852,0.214683176411283
32212,2001,143,7,"Italy",1.0289559287313,0.023777034544195
32230,2013,21,8,"Italy",0.458135936858252,0.0966231408093442
32440,2013,9,10,"Italy",0.602270371219053,0.137361915004288
32440,2018,10,11,"Italy",-0.0678703665197483,0.178418084126906
32450,2013,39,12,"Italy",0.441616574557135,0.0540086292391739
32451,2018,10,13,"Italy",0.443982613055658,0.137136454055338
32460,2013,16,14,"Italy",-0.478190162945247,0.138450003295182
32530,2013,1,15,"Italy",-0.881692319712072,0.661458639637323
32629,2001,13,16,"Italy",-0.390158316606737,0.175367426772395
32630,2013,6,17,"Italy",0.341904169657782,0.17856514761823
32640,2013,6,18,"Italy",-0.692626137886427,0.448061193066232
32720,2008,1,19,"Italy",-0.371654994658615,0.745159079198789
32720,2013,2,20,"Italy",1.11830108844726,0.25478772183999
32720,2018,10,21,"Italy",0.262800281558612,0.13665771940813
32901,2001,1,22,"Italy",-0.488299160376053,0.406523286637287
32902,2001,18,23,"Italy",0.642150911649679,0.110302387047514
32902,2008,5,24,"Italy",1.48121057579792,0.177380866470575
32904,2013,40,25,"Italy",-3.49878589843291,0.0399812041771114
32956,2013,3,26,"Italy",-1.43347146273337,0.589733732368563
32956,2018,29,27,"Italy",-0.368526828355778,0.107305603412821
34020,2004,1,1,"Greece",-1.03654890274148,0.362907963900966
34020,2007,1,2,"Greece",-0.27382519830307,0.601599565813788
34020,2012,8,3,"Greece",-0.525104584618806,0.168412172619307
34210,2012,1,4,"Greece",-0.666307024882282,0.415766259354449
34210,2019,2,5,"Greece",-0.817557105443842,0.377240705930252
34211,1996,7,6,"Greece",-0.703127767305266,0.198751677083781
34212,2012,9,7,"Greece",-0.892320842770473,0.162616827696256
34212,2015,76,8,"Greece",-0.591209579103576,0.0525646626948655
34212,2019,6,9,"Greece",0.125936822742994,0.224131971020811
34213,2012,106,10,"Greece",0.0298585930234651,0.0426795944195919
34214,2015,2,11,"Greece",-1.09411997228976,0.316703734811082
34215,2019,5,12,"Greece",0.900902683545387,0.204751090153299
34313,2004,21,13,"Greece",-0.792435242852241,0.116522504086306
34313,2007,90,14,"Greece",-0.232661529457111,0.0482214151072978
34313,2009,22,15,"Greece",-0.0796857008126639,0.10903100009192
34313,2012,31,16,"Greece",0.297907177909528,0.0844518091179234
34313,2015,73,17,"Greece",0.0766013940542975,0.0593210046558055
34315,2019,8,18,"Greece",-0.38015145841271,0.173563464282263
34340,2015,5,19,"Greece",1.9559512908964,0.158838510240382
34410,2015,31,20,"Greece",1.93577795299123,0.0893194097224852
34511,2004,23,21,"Greece",-0.15325436550098,0.120620060561563
34511,2007,34,22,"Greece",-1.24739808407834,0.0675427691606344
34511,2009,5,23,"Greece",-0.669506998945017,0.225878676479788
34511,2015,36,24,"Greece",-0.108950046777579,0.0937712258376045
34511,2019,10,25,"Greece",0.887729990654339,0.190450986989063
34710,2007,48,26,"Greece",0.0556515428838448,0.0649678075544915
34710,2012,8,27,"Greece",0.603801376950133,0.18790310637486
34711,2019,424,28,"Greece",3.12162521039477,0.0148883122227559
34720,2012,4,29,"Greece",-0.982834148486825,0.188801240138257
34720,2015,4,30,"Greece",1.25439277447768,0.217009506569377
34720,2019,6,31,"Greece",0.639556812856519,0.223029059202665
34730,2012,2,32,"Greece",-0.638695070598565,0.381418162297318
35060,2015,141,1,"Portugal",-0.305461079577612,0.0296295560687961
35110,2005,5,2,"Portugal",1.55034615225861,0.288347795614172
35110,2011,20,3,"Portugal",-0.637669849248543,0.0722614568603429
35110,2015,4,4,"Portugal",0.786397588048764,0.264467427371908
35110,2019,8,5,"Portugal",3.49385075809666,0.230512655346339
35120,2015,2,6,"Portugal",0.293853129862684,0.370785361249034
35120,2019,2,7,"Portugal",-0.905767195988446,0.254500468612391
35130,2019,4,8,"Portugal",1.14886656244664,0.193475462698701
35211,2011,15,9,"Portugal",-0.539797001908374,0.12160162288457
35211,2015,9,10,"Portugal",-0.412991627207617,0.106269413071161
35211,2019,4,11,"Portugal",-0.738431871153786,0.172244080585486
35220,1999,4,12,"Portugal",0.458423967557949,0.17522503146001
35220,2002,52,13,"Portugal",-0.146894918162802,0.0556248744437789
35220,2011,15,14,"Portugal",-0.471834090658371,0.0965404733291775
35220,2015,58,15,"Portugal",-0.545505554829473,0.0448183096668809
35220,2019,33,16,"Portugal",0.178153838610741,0.0665129422932262
35311,2005,103,17,"Portugal",0.255872204088594,0.0463956468481008
35311,2011,67,18,"Portugal",-0.998046622815681,0.0373832991260408
35311,2015,113,19,"Portugal",0.0658112331625256,0.0374862486806293
35311,2019,62,20,"Portugal",0.288072393214578,0.0463638610407186
35313,1999,6,21,"Portugal",-0.420831220132393,0.144187084068913
35313,2011,279,22,"Portugal",-1.2049909423363,0.0182606648368487
35313,2019,46,23,"Portugal",-0.591695586661001,0.0465860537816298
35410,2019,52,24,"Portugal",0.767384484838925,0.0610006149441204
35520,2011,36,25,"Portugal",-0.0313119452734327,0.0677255640617913
35520,2019,62,26,"Portugal",0.238573391760844,0.0525539576199316
35720,2019,1,27,"Portugal",-1.57437619799368,0.578670625522527
41113,1998,142,1,"Germany",1.39824256965764,0.0441678152631286
41113,2002,86,2,"Germany",1.54169238279587,0.0562927706655181
41113,2005,20,3,"Germany",0.415653483064736,0.150957546277195
41113,2009,39,4,"Germany",0.610526165598211,0.103961498926042
41113,2013,188,5,"Germany",0.780728000262071,0.0431472298455113
41113,2017,14,6,"Germany",-0.686176645184308,0.180270268101145
41113,2021,12,7,"Germany",0.0662426523224763,0.221200816298249
41221,1998,40,8,"Germany",1.02104315646513,0.0881661752076687
41221,2002,10,9,"Germany",1.15038368188165,0.147658468601156
41222,2005,3,10,"Germany",2.19324112507616,0.366801914266406
41223,2009,6,11,"Germany",2.0729899759026,0.259098863195443
41223,2013,62,12,"Germany",1.29115656643863,0.0702375348872612
41223,2017,6,13,"Germany",-1.31181744703616,0.319022132428104
41223,2021,10,14,"Germany",1.13546448643067,0.177235278721769
41320,1998,47,15,"Germany",-0.358716746172748,0.0889112829317571
41320,2002,30,16,"Germany",0.258281065238454,0.119759560381444
41320,2005,30,17,"Germany",-1.20843016641903,0.11458568698434
41320,2009,18,18,"Germany",-0.9652707350069,0.162253511396905
41320,2013,64,19,"Germany",-0.199443154196296,0.0799247624412552
41320,2017,56,20,"Germany",-0.820939924711175,0.0958020128857934
41320,2021,7,21,"Germany",-1.46959061497727,0.251062311910125
41420,1998,44,22,"Germany",0.360676052179128,0.0920315203321427
41420,2002,12,23,"Germany",0.911748392601827,0.16333143378659
41420,2005,18,24,"Germany",-1.04388896943238,0.142017805605974
41420,2009,10,25,"Germany",-0.203718483067154,0.188842919049945
41420,2013,64,26,"Germany",-0.538412113035361,0.0805540123747581
41420,2017,49,27,"Germany",-0.802871830055853,0.0879609826878359
41420,2021,49,28,"Germany",-1.2521553917899,0.0957033745559611
41521,1998,45,29,"Germany",-0.766944114198887,0.0938531373337837
41521,2002,16,30,"Germany",-0.163988189664569,0.152089149087985
41521,2005,16,31,"Germany",-1.22728626322708,0.175164481473805
41521,2009,19,32,"Germany",-1.02651332393583,0.141400283790043
41521,2013,65,33,"Germany",-0.342227986988733,0.0771645965552691
41521,2017,44,34,"Germany",-0.675340011748549,0.0990081066218346
41521,2021,44,35,"Germany",-1.28218588862401,0.109797739965992
41912,2021,8,36,"Germany",-0.460383783712925,0.210255185580084
41952,2013,30,37,"Germany",0.792778167521647,0.100867798752637
41953,2013,1,38,"Germany",0.645597534668517,0.548176903707389
41953,2017,14,39,"Germany",0.370610861357103,0.20001307854292
41953,2021,21,40,"Germany",-0.21075453627741,0.172420050241941
42110,1999,12,1,"Austria",-2.40809284976734,0.162148216295585
42110,2002,29,2,"Austria",-1.85923898732855,0.12604285676652
42110,2006,13,3,"Austria",-1.98438925072579,0.199737000666635
42110,2008,4,4,"Austria",0.292701546346912,0.535172711681827
42110,2013,3,5,"Austria",0.25237575486505,0.393780904305247
42110,2019,5,6,"Austria",0.50201018522405,0.280261857225231
42120,2017,1,7,"Austria",1.68653833698145,0.643010966812088
42320,1999,4,8,"Austria",0.468238885581114,0.449764390431726
42320,2002,11,9,"Austria",0.241984732210014,0.261496853790712
42320,2006,15,10,"Austria",-0.39600518912761,0.213382807935872
42320,2008,24,11,"Austria",-0.934176856785618,0.17841468664819
42320,2013,14,12,"Austria",0.825676231831444,0.140853988261781
42320,2017,103,13,"Austria",1.25396090198684,0.0614341809768682
42320,2019,14,14,"Austria",0.241183136623545,0.202326095478655
42420,2002,4,15,"Austria",-0.0305009191737236,0.385776818871783
42420,2006,4,16,"Austria",0.265096487482445,0.376274656643724
42420,2008,1,17,"Austria",-0.457063010641061,0.598458764656576
42420,2017,2,18,"Austria",0.794371876755086,0.37433011324397
42420,2019,1,19,"Austria",-0.483710271769657,0.677493942048552
42430,2013,12,20,"Austria",0.425666897133196,0.212163426807097
42430,2017,1,21,"Austria",0.462812354081481,0.653435652189219
42430,2019,2,22,"Austria",-0.0311845784318625,0.422725943331704
42520,1999,17,23,"Austria",-1.04964069353385,0.202484704502611
42520,2002,33,24,"Austria",-0.942212752437053,0.14429568000969
42520,2006,23,25,"Austria",0.882432329759236,0.170078818119823
42520,2008,11,26,"Austria",-0.929723954565709,0.242620510062636
42520,2013,14,27,"Austria",0.206286305229398,0.194291787169197
42520,2017,63,28,"Austria",1.74814933609921,0.0575221709508111
42520,2019,7,29,"Austria",0.803068619327104,0.233419176802735
42951,2013,9,30,"Austria",0.153385396770252,0.259061354994426
43110,1999,35,1,"Switzerland",-2.47917980961783,0.16133044593998
43110,2003,5,2,"Switzerland",-0.298118759513686,0.461740121453657
43110,2007,68,3,"Switzerland",0.10382722098534,0.100220551415154
43110,2011,46,4,"Switzerland",1.35261137981458,0.0881175608075458
43110,2015,5,5,"Switzerland",-1.26450982918024,0.388411559820392
43120,2007,1,6,"Switzerland",0.563733752054158,0.652900941084286
43120,2011,13,7,"Switzerland",-1.0177204922479,0.242251699046309
43220,2003,1,8,"Switzerland",0.773535070924667,0.635175997685752
43320,1999,31,9,"Switzerland",-1.40213865425481,0.133613210760023
43320,2003,5,10,"Switzerland",0.542224954422185,0.24821124790271
43320,2007,38,11,"Switzerland",0.457278186257972,0.126135059039088
43420,1999,2,12,"Switzerland",-0.849604846196417,0.519657055817781
43420,2007,4,13,"Switzerland",0.388210159968975,0.409377283862978
43420,2011,13,14,"Switzerland",1.63309932525655,0.15775858613071
43420,2015,11,15,"Switzerland",0.66404205103832,0.344172746822617
43420,2019,2,16,"Switzerland",0.362646299589524,0.534133931296991
43520,2007,2,17,"Switzerland",1.22516140306202,0.410196446113551
43520,2011,7,18,"Switzerland",0.553219887979037,0.289815219115643
43530,1999,2,20,"Switzerland",-0.511247614945524,0.456220744934544
43530,2011,2,21,"Switzerland",-2.0082790073868,0.410387344356411
