country_party_election,d2v_d1,d2v_d2,country,party,election
Denmark_13320_2011,3.692219,1.9954888,Denmark,13320,2011
Denmark_13410_2011,4.388798,-0.6367387,Denmark,13410,2011
Denmark_13420_2011,3.2393184,1.8897946,Denmark,13420,2011
Denmark_13620_2011,3.6908832,0.051700786,Denmark,13620,2011
Denmark_13720_2011,4.7914677,-1.6325145,Denmark,13720,2011
Denmark_13001_2015,3.796867,-0.045351066,Denmark,13001,2015
Denmark_13110_2015,3.14959,2.477121,Denmark,13110,2015
Denmark_13229_2015,5.044575,-1.5440522,Denmark,13229,2015
Denmark_13320_2015,3.1136134,2.0108898,Denmark,13320,2015
Denmark_13410_2015,5.570202,-1.7941889,Denmark,13410,2015
Denmark_13420_2015,5.100948,-1.4608955,Denmark,13420,2015
Denmark_13620_2015,4.867527,-1.4678949,Denmark,13620,2015
Denmark_13001_2019,2.9719572,2.7550795,Denmark,13001,2019
Denmark_13110_2019,1.9285426,6.4694395,Denmark,13110,2019
Denmark_13229_2019,5.0845428,-1.2294537,Denmark,13229,2019
Denmark_13230_2019,3.0710988,1.2794281,Denmark,13230,2019
Denmark_13320_2019,1.1598325,9.056579,Denmark,13320,2019
Denmark_13410_2019,3.0706427,2.3134434,Denmark,13410,2019
Denmark_13420_2019,5.442508,-1.8216754,Denmark,13420,2019
Denmark_13620_2019,2.406647,4.543555,Denmark,13620,2019
Denmark_13730_2019,1.8285382,5.150167,Denmark,13730,2019
Finland_14110_2007,1.8448479,-1.9110416,Finland,14110,2007
Finland_14223_2007,0.94745046,-2.0383904,Finland,14223,2007
Finland_14320_2007,0.32907373,-2.2502897,Finland,14320,2007
Finland_14520_2007,1.2388762,-1.8607318,Finland,14520,2007
Finland_14620_2007,2.4859204,-1.7767892,Finland,14620,2007
Finland_14810_2007,-2.2817404,-2.5928893,Finland,14810,2007
Finland_14820_2007,0.5653528,-1.6449865,Finland,14820,2007
Finland_14901_2007,4.2853293,-1.2646673,Finland,14901,2007
Finland_14110_2011,0.066976756,-2.0910764,Finland,14110,2011
Finland_14223_2011,2.0497444,-2.339368,Finland,14223,2011
Finland_14320_2011,-4.0477467,-1.5526515,Finland,14320,2011
Finland_14520_2011,-0.26199454,-2.1212418,Finland,14520,2011
Finland_14620_2011,0.059719693,-1.9333087,Finland,14620,2011
Finland_14810_2011,-1.7973776,-2.3793693,Finland,14810,2011
Finland_14820_2011,-2.8751893,-2.758562,Finland,14820,2011
Finland_14901_2011,1.8945761,1.078121,Finland,14901,2011
Finland_14110_2015,2.0403266,-2.0111978,Finland,14110,2015
Finland_14223_2015,-0.54935664,-2.0861387,Finland,14223,2015
Finland_14320_2015,2.1952105,-2.1328754,Finland,14320,2015
Finland_14520_2015,0.7055919,-2.0309825,Finland,14520,2015
Finland_14620_2015,0.82103074,-1.8103787,Finland,14620,2015
Finland_14810_2015,1.5444467,-2.0180812,Finland,14810,2015
Finland_14820_2015,-0.8256139,-1.8105243,Finland,14820,2015
Finland_14901_2015,2.729159,2.090907,Finland,14901,2015
Finland_14110_2019,2.627715,-1.8363892,Finland,14110,2019
Finland_14223_2019,0.6826387,-1.8799095,Finland,14223,2019
Finland_14320_2019,-8.073275,-4.2816677,Finland,14320,2019
Finland_14440_2019,2.1984487,-1.8448704,Finland,14440,2019
Finland_14520_2019,0.9108836,-2.3365588,Finland,14520,2019
Finland_14620_2019,1.730407,-2.0770295,Finland,14620,2019
Finland_14810_2019,1.7402349,-1.9493265,Finland,14810,2019
Finland_14820_2019,-9.886654,-1.1661476,Finland,14820,2019
Finland_14901_2019,1.6653104,2.269209,Finland,14901,2019
Iceland_15111_2003,2.7063248,-1.0505838,Iceland,15111,2003
Iceland_15328_2003,2.1525617,-0.9974401,Iceland,15328,2003
Iceland_15420_2003,4.3787804,-1.6756817,Iceland,15420,2003
Iceland_15620_2003,1.9061823,-0.30724484,Iceland,15620,2003
Iceland_15111_2007,3.9041579,-1.569189,Iceland,15111,2007
Iceland_15328_2007,3.4733098,-1.4839172,Iceland,15328,2007
Iceland_15420_2007,1.792555,-0.13449197,Iceland,15420,2007
Iceland_15620_2007,1.5191345,-0.48103833,Iceland,15620,2007
Iceland_15111_2009,3.3536053,-1.2707903,Iceland,15111,2009
Iceland_15328_2009,1.6105216,-0.5588135,Iceland,15328,2009
Iceland_15430_2009,2.5588193,-1.099012,Iceland,15430,2009
Iceland_15620_2009,2.520779,-0.9006522,Iceland,15620,2009
Iceland_15810_2009,2.6380095,-0.91108173,Iceland,15810,2009
Iceland_15111_2013,3.457559,-1.3833699,Iceland,15111,2013
Iceland_15328_2013,2.595517,-0.9165592,Iceland,15328,2013
Iceland_15440_2013,2.8930783,-1.0187246,Iceland,15440,2013
Iceland_15620_2013,2.2232485,-0.8199905,Iceland,15620,2013
Iceland_15810_2013,2.125457,-0.65012246,Iceland,15810,2013
Iceland_15952_2013,2.4868906,-1.0237554,Iceland,15952,2013
Iceland_15111_2016,2.42255,-0.48676464,Iceland,15111,2016
Iceland_15328_2016,1.0821632,1.5762298,Iceland,15328,2016
Iceland_15440_2016,3.2016232,-1.2204142,Iceland,15440,2016
Iceland_15450_2016,3.3274078,-1.2646415,Iceland,15450,2016
Iceland_15620_2016,2.0931778,-0.015876818,Iceland,15620,2016
Iceland_15810_2016,2.4137444,-0.7338404,Iceland,15810,2016
Iceland_15952_2016,3.0019958,-1.3048133,Iceland,15952,2016
Iceland_15111_2017,2.3155234,-0.5278679,Iceland,15111,2017
Iceland_15328_2017,4.3012023,-1.6936791,Iceland,15328,2017
Iceland_15440_2017,2.3176906,-0.85505843,Iceland,15440,2017
Iceland_15450_2017,3.335266,-1.3449844,Iceland,15450,2017
Iceland_15620_2017,2.3561063,-0.5217352,Iceland,15620,2017
Iceland_15810_2017,2.1123984,-0.88657945,Iceland,15810,2017
Iceland_15952_2017,2.7172093,-1.320399,Iceland,15952,2017
Iceland_15953_2017,2.979986,-1.2331805,Iceland,15953,2017
Iceland_15111_2021,2.4099667,-1.0745279,Iceland,15111,2021
Iceland_15328_2021,1.8963879,-0.68378216,Iceland,15328,2021
Iceland_15450_2021,2.292865,-1.0126636,Iceland,15450,2021
Iceland_15620_2021,0.6223712,-0.039673034,Iceland,15620,2021
Iceland_15630_2021,1.1620274,-0.35461727,Iceland,15630,2021
Iceland_15810_2021,0.96546024,-0.546339,Iceland,15810,2021
Iceland_15952_2021,0.5863026,0.080042385,Iceland,15952,2021
Iceland_15953_2021,3.4418378,-1.3524439,Iceland,15953,2021
Belgium_21111_2007,-28.283806,-41.87419,Belgium,21111,2007
Belgium_21112_2007,12.177033,13.207828,Belgium,21112,2007
Belgium_21221_2007,8.154531,0.9238841,Belgium,21221,2007
Belgium_21321_2007,7.251708,0.43539307,Belgium,21321,2007
Belgium_21322_2007,-31.454802,-36.457287,Belgium,21322,2007
Belgium_21330_2007,12.343034,9.512825,Belgium,21330,2007
Belgium_21421_2007,10.276883,15.208845,Belgium,21421,2007
Belgium_21426_2007,-29.94245,-33.12983,Belgium,21426,2007
Belgium_21430_2007,11.677283,12.352167,Belgium,21430,2007
Belgium_21521_2007,13.434892,12.993751,Belgium,21521,2007
Belgium_21522_2007,-29.809774,-29.951593,Belgium,21522,2007
Belgium_21916_2007,11.527347,7.8507085,Belgium,21916,2007
Belgium_21917_2007,12.069155,9.518254,Belgium,21917,2007
Belgium_21111_2010,-32.88278,-33.38808,Belgium,21111,2010
Belgium_21112_2010,11.29842,11.413997,Belgium,21112,2010
Belgium_21321_2010,12.216192,10.116484,Belgium,21321,2010
Belgium_21322_2010,-31.10393,-26.120932,Belgium,21322,2010
Belgium_21421_2010,11.152472,8.7402115,Belgium,21421,2010
Belgium_21426_2010,-32.626938,-32.045593,Belgium,21426,2010
Belgium_21430_2010,7.6567073,0.45851123,Belgium,21430,2010
Belgium_21521_2010,13.038847,14.598117,Belgium,21521,2010
Belgium_21522_2010,-32.368916,-30.628845,Belgium,21522,2010
Belgium_21916_2010,13.443252,10.402688,Belgium,21916,2010
Belgium_21917_2010,11.224709,5.8473063,Belgium,21917,2010
Belgium_21112_2014,5.6442127,19.334364,Belgium,21112,2014
Belgium_21230_2014,12.10403,17.368376,Belgium,21230,2014
Belgium_21321_2014,9.733841,20.171553,Belgium,21321,2014
Belgium_21322_2014,-34.962765,-35.463837,Belgium,21322,2014
Belgium_21421_2014,13.373658,12.4271,Belgium,21421,2014
Belgium_21426_2014,-35.889156,-34.360817,Belgium,21426,2014
Belgium_21521_2014,13.494258,16.853338,Belgium,21521,2014
Belgium_21522_2014,-38.10094,-31.449244,Belgium,21522,2014
Belgium_21710_2014,-21.04125,-16.590216,Belgium,21710,2014
Belgium_21912_2014,-30.550472,-22.040585,Belgium,21912,2014
Belgium_21916_2014,14.844474,15.724401,Belgium,21916,2014
Belgium_21917_2014,11.723789,6.7041054,Belgium,21917,2014
Belgium_21111_2019,-27.552725,-21.536081,Belgium,21111,2019
Belgium_21112_2019,13.947823,14.968699,Belgium,21112,2019
Belgium_21230_2019,9.860522,24.384731,Belgium,21230,2019
Belgium_21321_2019,13.883632,17.816929,Belgium,21321,2019
Belgium_21322_2019,-36.848305,-30.557802,Belgium,21322,2019
Belgium_21421_2019,14.512673,13.184346,Belgium,21421,2019
Belgium_21426_2019,-36.962826,-27.413214,Belgium,21426,2019
Belgium_21521_2019,13.28051,19.49583,Belgium,21521,2019
Belgium_21522_2019,-6.515159,-7.751977,Belgium,21522,2019
Belgium_21912_2019,-34.088154,-23.132328,Belgium,21912,2019
Belgium_21916_2019,14.290434,15.611236,Belgium,21916,2019
Belgium_21917_2019,14.727902,13.197565,Belgium,21917,2019
Netherlands_22210_1946,7.6179204,0.24611188,Netherlands,22210,1946
Netherlands_22210_1948,6.866208,-0.39255592,Netherlands,22210,1948
Netherlands_22952_1948,5.8291364,-1.7333065,Netherlands,22952,1948
Netherlands_22528_1981,4.503917,-0.94833416,Netherlands,22528,1981
Netherlands_22210_1982,11.618568,5.1175747,Netherlands,22210,1982
Netherlands_22527_1982,12.981625,6.6796384,Netherlands,22527,1982
Netherlands_22528_1982,4.5278707,-0.9211998,Netherlands,22528,1982
Netherlands_22710_1982,10.719518,4.1742687,Netherlands,22710,1982
Netherlands_22952_1982,12.6985,7.7590737,Netherlands,22952,1982
Netherlands_22230_1986,12.405886,8.511449,Netherlands,22230,1986
Netherlands_22952_1986,13.103833,7.22529,Netherlands,22952,1986
Netherlands_22527_1989,10.977937,4.387932,Netherlands,22527,1989
Netherlands_22528_1989,14.611918,9.629919,Netherlands,22528,1989
Netherlands_22711_1989,6.341074,-0.37441015,Netherlands,22711,1989
Netherlands_22952_1989,14.283032,9.116255,Netherlands,22952,1989
Netherlands_22220_1994,12.425146,6.2406225,Netherlands,22220,1994
Netherlands_22527_1994,12.7396,6.380571,Netherlands,22527,1994
Netherlands_22528_1994,13.861947,8.395448,Netherlands,22528,1994
Netherlands_22711_1994,7.4950843,0.69384044,Netherlands,22711,1994
Netherlands_22952_1994,10.499981,3.9587274,Netherlands,22952,1994
Netherlands_22954_1994,13.81572,9.907729,Netherlands,22954,1994
Netherlands_22955_1994,8.524681,0.6723344,Netherlands,22955,1994
Netherlands_22527_1998,11.756439,5.549696,Netherlands,22527,1998
Netherlands_22528_1998,13.014182,7.755423,Netherlands,22528,1998
Netherlands_22952_1998,11.8696575,5.545486,Netherlands,22952,1998
Netherlands_22952_2002,14.949544,11.546785,Netherlands,22952,2002
Netherlands_22110_2006,10.717118,3.8533235,Netherlands,22110,2006
Netherlands_22220_2006,12.539372,6.2733893,Netherlands,22220,2006
Netherlands_22320_2006,13.795758,8.630576,Netherlands,22320,2006
Netherlands_22330_2006,13.075226,9.167125,Netherlands,22330,2006
Netherlands_22420_2006,11.003005,4.537297,Netherlands,22420,2006
Netherlands_22521_2006,13.789536,10.509309,Netherlands,22521,2006
Netherlands_22526_2006,13.610071,8.026905,Netherlands,22526,2006
Netherlands_22722_2006,6.390845,-1.273848,Netherlands,22722,2006
Netherlands_22951_2006,8.460883,1.2796539,Netherlands,22951,2006
Netherlands_22952_2006,12.005968,5.5681973,Netherlands,22952,2006
Netherlands_22110_2010,11.880886,5.9783545,Netherlands,22110,2010
Netherlands_22220_2010,12.593742,6.8923006,Netherlands,22220,2010
Netherlands_22320_2010,14.169121,9.238531,Netherlands,22320,2010
Netherlands_22330_2010,14.97315,13.456527,Netherlands,22330,2010
Netherlands_22420_2010,13.38356,9.667923,Netherlands,22420,2010
Netherlands_22521_2010,15.85038,13.269602,Netherlands,22521,2010
Netherlands_22526_2010,15.437177,12.361332,Netherlands,22526,2010
Netherlands_22722_2010,10.991186,4.368513,Netherlands,22722,2010
Netherlands_22951_2010,10.280869,3.4107254,Netherlands,22951,2010
Netherlands_22952_2010,11.558341,6.4728513,Netherlands,22952,2010
Netherlands_22110_2012,12.168442,6.496947,Netherlands,22110,2012
Netherlands_22220_2012,13.688479,8.642659,Netherlands,22220,2012
Netherlands_22320_2012,14.76787,11.601136,Netherlands,22320,2012
Netherlands_22330_2012,13.98755,9.719478,Netherlands,22330,2012
Netherlands_22420_2012,14.895788,11.083922,Netherlands,22420,2012
Netherlands_22521_2012,12.922404,7.2711444,Netherlands,22521,2012
Netherlands_22526_2012,14.707812,12.036384,Netherlands,22526,2012
Netherlands_22722_2012,9.802135,2.8987918,Netherlands,22722,2012
Netherlands_22951_2012,9.402834,2.8509853,Netherlands,22951,2012
Netherlands_22952_2012,11.952498,5.7131877,Netherlands,22952,2012
Netherlands_22953_2012,8.272234,0.8268321,Netherlands,22953,2012
Netherlands_22110_2017,12.544643,6.763616,Netherlands,22110,2017
Netherlands_22220_2017,12.299159,6.777146,Netherlands,22220,2017
Netherlands_22320_2017,15.738092,11.41888,Netherlands,22320,2017
Netherlands_22321_2017,11.935635,5.7501907,Netherlands,22321,2017
Netherlands_22330_2017,15.29736,16.93088,Netherlands,22330,2017
Netherlands_22420_2017,15.9393,15.112495,Netherlands,22420,2017
Netherlands_22521_2017,14.950421,12.421336,Netherlands,22521,2017
Netherlands_22526_2017,14.831256,11.695271,Netherlands,22526,2017
Netherlands_22722_2017,6.3594356,-1.8592037,Netherlands,22722,2017
Netherlands_22730_2017,10.664628,4.0108953,Netherlands,22730,2017
Netherlands_22951_2017,12.619891,7.457813,Netherlands,22951,2017
Netherlands_22952_2017,15.325451,8.875006,Netherlands,22952,2017
Netherlands_22953_2017,9.803858,2.3202205,Netherlands,22953,2017
Netherlands_22110_2021,13.984839,9.287712,Netherlands,22110,2021
Netherlands_22220_2021,12.731183,6.415508,Netherlands,22220,2021
Netherlands_22235_2021,13.198488,8.346668,Netherlands,22235,2021
Netherlands_22240_2021,13.040728,7.7906923,Netherlands,22240,2021
Netherlands_22320_2021,15.274327,11.753752,Netherlands,22320,2021
Netherlands_22321_2021,11.912319,5.784627,Netherlands,22321,2021
Netherlands_22330_2021,15.878702,15.810929,Netherlands,22330,2021
Netherlands_22420_2021,15.798553,15.299899,Netherlands,22420,2021
Netherlands_22521_2021,15.198321,11.947563,Netherlands,22521,2021
Netherlands_22526_2021,15.778952,13.671146,Netherlands,22526,2021
Netherlands_22722_2021,10.910039,4.1125183,Netherlands,22722,2021
Netherlands_22730_2021,13.250273,8.178022,Netherlands,22730,2021
Netherlands_22731_2021,16.191725,11.197353,Netherlands,22731,2021
Netherlands_22820_2021,10.713776,4.098152,Netherlands,22820,2021
Netherlands_22951_2021,14.642808,11.099284,Netherlands,22951,2021
Netherlands_22952_2021,9.902825,2.7070997,Netherlands,22952,2021
Netherlands_22953_2021,9.760729,1.642224,Netherlands,22953,2021
France_31021_2012,-22.075048,-16.522804,France,31021,2012
France_31110_2012,-26.990252,-18.125364,France,31110,2012
France_31230_2012,-24.74368,-16.223206,France,31230,2012
France_31320_2012,-9.506685,-9.509869,France,31320,2012
France_31421_2012,-11.44213,-10.248518,France,31421,2012
France_31624_2012,-12.190832,-10.51897,France,31624,2012
France_31626_2012,-16.971052,-13.136759,France,31626,2012
France_31630_2012,-17.490742,-12.9220705,France,31630,2012
France_31631_2012,-5.278221,-7.150787,France,31631,2012
France_31720_2012,-11.994814,-10.497762,France,31720,2012
France_31110_2017,-2.6565917,-6.3289914,France,31110,2017
France_31220_2017,4.035308,-3.0018618,France,31220,2017
France_31230_2017,-21.094347,-15.628816,France,31230,2017
France_31240_2017,-20.787174,-16.039804,France,31240,2017
France_31320_2017,4.678453,-2.581214,France,31320,2017
France_31425_2017,-10.935967,-10.362127,France,31425,2017
France_31430_2017,3.0776167,-2.796649,France,31430,2017
France_31624_2017,-8.835473,-9.332559,France,31624,2017
France_31626_2017,3.0157163,-2.8400693,France,31626,2017
France_31720_2017,-9.62186,-9.2715845,France,31720,2017
Italy_32212_2001,-19.203514,3.2168415,Italy,32212,2001
Italy_32629_2001,-13.038629,0.8758698,Italy,32629,2001
Italy_32901_2001,-7.7091146,-0.046824493,Italy,32901,2001
Italy_32902_2001,-16.528622,2.4246151,Italy,32902,2001
Italy_32061_2008,-1.3535167,-1.8504194,Italy,32061,2008
Italy_32440_2008,-0.20679481,-1.8341726,Italy,32440,2008
Italy_32720_2008,-3.1369803,-0.81148684,Italy,32720,2008
Italy_32902_2008,4.461756,-1.987983,Italy,32902,2008
Italy_32021_2013,-1.4199227,-1.5415157,Italy,32021,2013
Italy_32061_2013,2.8631177,-1.6350646,Italy,32061,2013
Italy_32230_2013,-7.0759254,-0.53283376,Italy,32230,2013
Italy_32440_2013,2.7239408,-1.7298151,Italy,32440,2013
Italy_32450_2013,-15.892381,0.8067362,Italy,32450,2013
Italy_32460_2013,-7.531962,-0.31457928,Italy,32460,2013
Italy_32530_2013,-5.1450753,-0.90721184,Italy,32530,2013
Italy_32630_2013,-8.722052,-0.7326681,Italy,32630,2013
Italy_32640_2013,-8.446916,-0.4836235,Italy,32640,2013
Italy_32720_2013,3.124993,-1.685961,Italy,32720,2013
Italy_32904_2013,8.850093,-11.0947,Italy,32904,2013
Italy_32906_2013,5.5759926,-2.1508477,Italy,32906,2013
Italy_32956_2013,-1.7556556,-1.283851,Italy,32956,2013
Italy_32022_2018,-1.2012577,-1.3157111,Italy,32022,2018
Italy_32031_2018,-1.0348915,-1.0397301,Italy,32031,2018
Italy_32051_2018,-2.0102,-1.1764759,Italy,32051,2018
Italy_32055_2018,-2.7369514,-1.2210904,Italy,32055,2018
Italy_32090_2018,5.396156,-2.0336425,Italy,32090,2018
Italy_32440_2018,-14.685892,1.8649483,Italy,32440,2018
Italy_32451_2018,-9.781888,-0.8558735,Italy,32451,2018
Italy_32610_2018,1.8352385,-1.7222302,Italy,32610,2018
Italy_32630_2018,0.8110243,-1.6329042,Italy,32630,2018
Italy_32720_2018,-13.026596,1.4253718,Italy,32720,2018
Italy_32956_2018,-22.59836,16.16496,Italy,32956,2018
Spain_33610_1996,-21.5203,21.25326,Spain,33610,1996
Spain_33907_1996,-20.139172,17.660498,Spain,33907,1996
Spain_33220_2000,-24.082422,39.755993,Spain,33220,2000
Spain_33320_2000,-24.218815,13.078084,Spain,33320,2000
Spain_33610_2000,-22.620241,20.422411,Spain,33610,2000
Spain_33611_2000,-28.365509,15.505601,Spain,33611,2000
Spain_33902_2000,-26.661423,23.881514,Spain,33902,2000
Spain_33907_2000,-14.685996,7.441367,Spain,33907,2000
Spain_33908_2000,-17.456133,7.0730314,Spain,33908,2000
Spain_33906_2004,-24.373774,17.880476,Spain,33906,2004
Spain_33907_2004,-11.238981,6.478068,Spain,33907,2004
Spain_33908_2004,-22.535925,10.914733,Spain,33908,2004
Spain_33909_2004,-14.314637,6.657609,Spain,33909,2004
Spain_33910_2004,-3.5098178,1.6260232,Spain,33910,2004
Spain_33220_2008,-23.93275,14.211146,Spain,33220,2008
Spain_33320_2008,-26.399681,23.233799,Spain,33320,2008
Spain_33610_2008,-25.585228,16.745775,Spain,33610,2008
Spain_33611_2008,-0.0007746421,-4.9490385,Spain,33611,2008
Spain_33902_2008,-21.288681,12.592721,Spain,33902,2008
Spain_33903_2008,-17.619383,8.695916,Spain,33903,2008
Spain_33905_2008,-8.772743,-15.159208,Spain,33905,2008
Spain_33907_2008,-23.39552,13.202171,Spain,33907,2008
Spain_33908_2008,-19.261944,9.049148,Spain,33908,2008
Spain_33909_2008,-17.716476,8.952968,Spain,33909,2008
Spain_33091_2011,-18.663828,9.279427,Spain,33091,2011
Spain_33092_2011,6.2190976,-2.2090933,Spain,33092,2011
Spain_33093_2011,-24.192965,12.263613,Spain,33093,2011
Spain_33220_2011,-20.240313,14.57653,Spain,33220,2011
Spain_33320_2011,-29.178005,21.488367,Spain,33320,2011
Spain_33440_2011,-20.409977,9.264116,Spain,33440,2011
Spain_33610_2011,-25.614767,15.792729,Spain,33610,2011
Spain_33611_2011,-10.38345,-17.951551,Spain,33611,2011
Spain_33612_2011,-29.04062,18.628242,Spain,33612,2011
Spain_33902_2011,-13.465196,7.162701,Spain,33902,2011
Spain_33905_2011,-13.266398,-17.034271,Spain,33905,2011
Spain_33907_2011,-24.842173,13.192124,Spain,33907,2011
Spain_33908_2011,-25.211775,9.131395,Spain,33908,2011
