country,party,election,topic,cs_mean_d1,cs_mean_d2,cs_se_d1,cs_se_d2
Austria,42110,2019,Environment,10.172163,5.2079954,0.11582819496421551,0.1889733347785548
Austria,42110,1999,European integration,11.189791,8.872714,2.498931497129146,2.049359031749301
Austria,42110,2002,European integration,14.427578,11.188359,0.8274725079536438,0.32304948568344116
Austria,42110,2006,European integration,13.495668,12.095988,0.48404157161712646,0.40143752098083496
Austria,42110,2008,European integration,13.309626,11.710731,0.2895386327112036,0.244682274172442
Austria,42110,2013,European integration,12.623916,11.655621,0.2520893833034422,0.4368112853260834
Austria,42110,2017,European integration,10.802202,9.574478,2.072634158621192,1.8541101669375446
Austria,42110,2019,European integration,10.624555,10.695942,1.520196641451923,1.5421093206270933
Austria,42110,1999,Immigration,8.483751,11.391196,3.135831134553214,1.7610811720025439
Austria,42110,2002,Immigration,9.206835,10.061561,2.385591704728773,1.6330543297701505
Austria,42110,2006,Immigration,10.232111,11.429813,1.8807101250918914,1.3577211823002215
Austria,42110,2008,Immigration,4.0257926,6.960415,1.3845987450049932,0.824772917776088
Austria,42110,2013,Immigration,3.906832,7.1988645,0.839191082912331,0.599029852022859
Austria,42110,2017,Immigration,6.4828825,9.388306,2.4057162093862314,1.8684974861745054
Austria,42110,2019,Immigration,4.2416387,7.52014,1.1026824866885767,0.8115196803818403
Austria,42110,1999,International politics,3.8641376,7.711498,1.452882766416583,0.2517533138397032
Austria,42110,2002,International politics,7.0841885,8.63423,1.5948941247226516,0.4485050589651559
Austria,42110,2006,International politics,6.4148464,8.893746,1.4564166258493316,0.3735222586286828
Austria,42110,2008,International politics,-0.62040234,8.1954155,2.7979114462069554,0.5615856170869443
Austria,42110,2013,International politics,9.656165,9.571254,0.27672657775343124,0.45279343032370345
Austria,42110,2017,International politics,10.099351,9.369023,0.2984067510425657,0.846547570423505
Austria,42110,2019,International politics,9.770206,9.561973,0.22361904395488041,0.28414366096565963
Austria,42110,1999,Social Welfare,12.180678,2.9944055,0.10497247444999624,0.28008177364635783
Austria,42110,2002,Social Welfare,12.1659155,3.7507308,0.15432456031639258,0.44896413866762624
Austria,42110,2006,Social Welfare,11.606145,2.6840246,0.16031043232136516,0.46025585977409317
Austria,42110,2008,Social Welfare,11.769787,3.9748628,0.14582660376863557,0.39370960849059905
Austria,42110,2013,Social Welfare,11.539678,3.5220258,0.15159445124476792,0.22886281029463645
Austria,42110,2017,Social Welfare,11.582389,3.0750315,0.24320617856967475,0.35674533257375174
Austria,42110,2019,Social Welfare,11.805953,2.984904,0.0991511914992507,0.24327469388140982
Austria,42120,2017,Civil Rights,-1.9142348,-4.913833,4.460893165231264,0.8194927540352166
Austria,42120,2017,Economy,5.7134132,16.213184,8.073875533505303,0.43720004919672256
Austria,42120,2017,Education,10.451593,8.0051365,,
Austria,42120,2017,Environment,6.997149,2.8447456,4.46225273736901,2.113081249482747
Austria,42120,2017,Immigration,15.227983,17.113136,2.0666980278895237,0.5935735815697811
Austria,42120,2017,Social Welfare,11.008699,1.4054482,0.1548953054185239,2.165225052828229
Austria,42220,2008,Civil Rights,-5.709345,-5.2696705,0.5318723917007446,0.2993738651275635
Austria,42220,2008,Economy,12.125373,14.899986,0.3586228297890522,0.15377374109394423
Austria,42220,2008,Education,10.663222,8.97311,,
Austria,42220,2008,European integration,-3.9994295,-3.0462232,,
Austria,42220,2008,Immigration,9.02051,10.266141,7.085578466045593,3.430571731575995
Austria,42220,2008,International politics,-4.823118,7.4182234,,
Austria,42220,2008,Social Welfare,11.727588,4.3585224,0.2178218646413167,0.7176948553848869
Austria,42320,1999,Agriculture,11.956695,19.35964,,
Austria,42320,2002,Agriculture,11.949264,17.144043,0.4482537508010864,0.8842546939849854
Austria,42320,2006,Agriculture,12.21899,17.754972,,
Austria,42320,2008,Agriculture,8.8377905,15.486516,3.9156784856510347,1.7427621225324543
Austria,42320,2013,Agriculture,5.9659095,14.378647,5.715146375556039,3.63767392731319
Austria,42320,2017,Agriculture,2.4627957,11.677677,0.9582464694976807,0.9541859030723572
Austria,42320,2019,Agriculture,6.351471,13.859635,1.5902793215197353,0.6795921511738816
Austria,42320,1999,Civil Rights,2.1507096,-4.9952464,2.2747751079234706,0.2738661074731957
Austria,42320,2002,Civil Rights,0.45792645,-4.931676,2.0336900899343524,0.31036662948113
Austria,42320,2006,Civil Rights,4.1995244,-4.13193,2.753410264167775,0.6504011202624412
Austria,42320,2008,Civil Rights,1.9041761,-4.805577,1.9640159198806562,0.31345651849959016
Austria,42320,2013,Civil Rights,-3.573866,-4.689634,2.200038225028397,0.8426961971196665
Austria,42320,2017,Civil Rights,8.179128,-3.9316545,1.9435906734500437,0.32175451339171346
Austria,42320,2019,Civil Rights,0.5424143,-4.2332015,1.8937789671211016,0.5200275720789811
Austria,42320,2006,Decentralization,7.2033844,5.0911784,,
Austria,42320,2008,Decentralization,0.95752573,5.5346465,7.760425037857538,0.10034942305817973
Austria,42320,2013,Decentralization,8.739241,4.8848505,,
Austria,42320,2017,Decentralization,5.772126,5.7601295,0.3106061816215515,0.33028706908226013
Austria,42320,2019,Decentralization,6.3556685,4.8679075,0.779501787214687,0.07839530472508541
Austria,42320,1999,Defense,9.48219,6.8676343,3.1261520385742188,4.211541652679443
Austria,42320,2002,Defense,7.726408,6.1694546,3.7211071017688067,5.917885408731775
Austria,42320,2006,Defense,8.140477,5.9095592,3.659183133740217,5.6041313575290586
Austria,42320,2008,Defense,6.83129,4.304405,3.605492353439331,5.370222568511963
Austria,42320,2013,Defense,8.712741,6.3324127,4.348488840527943,5.821114531645943
Austria,42320,2017,Defense,12.524135,11.495739,0.30923718214035034,0.610711395740509
Austria,42320,2019,Defense,12.078152,10.985953,,
Austria,42320,1999,Economy,4.681689,16.062653,1.7327214606970853,0.2349519912081595
Austria,42320,2002,Economy,4.8372626,15.966615,1.3844700274858592,0.23656630794243044
Austria,42320,2006,Economy,8.405593,15.819244,1.7496587056354316,0.21213834110589083
Austria,42320,2008,Economy,8.235767,15.474345,1.4198511118062265,0.2862741564896636
Austria,42320,2013,Economy,9.426834,15.75695,1.490929882079724,0.1802194208325238
Austria,42320,2017,Economy,6.7321844,15.912568,0.8438665538595288,0.10603657579668682
Austria,42320,2019,Economy,11.6494255,15.510188,0.7137892246246338,0.13252272208531699
Austria,42320,1999,Education,11.690987,8.831502,0.4796979781406693,0.29428998896764313
Austria,42320,2002,Education,12.595533,9.317,0.39148909458835335,0.3176765601479514
Austria,42320,2006,Education,12.759853,8.538154,0.3764030952829267,0.5682869193881427
Austria,42320,2008,Education,13.024709,7.751393,0.3349657547320622,0.49253334987886443
Austria,42320,2013,Education,13.071164,7.694842,0.22220779718043143,0.4661777987867059
Austria,42320,2017,Education,12.656048,7.2576847,0.16070670887405153,0.27386651270112045
Austria,42320,2019,Education,12.348033,6.7681975,0.16213665478188505,0.33028583840536757
Austria,42320,1999,Environment,8.972068,4.007063,1.333020289738973,1.0608656406402588
Austria,42320,2002,Environment,8.623585,3.389135,1.2275014480516366,0.7244886042073883
Austria,42320,2006,Environment,7.460718,3.7654467,1.4855349854804758,1.1083121664743156
Austria,42320,2008,Environment,8.279831,5.1395364,1.0330112408644685,0.7141298480571551
Austria,42320,2013,Environment,3.93342,2.106061,2.124823926782656,1.6504646871278186
Austria,42320,2017,Environment,5.4933176,1.178682,0.8428227813473559,0.35045598045879134
Austria,42320,2019,Environment,9.37234,4.537108,0.4714520325861164,0.36537534572255925
Austria,42320,1999,European integration,13.046578,11.297825,0.5108776091250747,0.45195248008337935
Austria,42320,2002,European integration,13.565454,12.017314,0.6745717720378039,0.4976504052388177
Austria,42320,2006,European integration,10.68625,10.586424,1.8295996983846028,1.794817606608073
Austria,42320,2008,European integration,10.830224,9.720655,1.6328291873838303,1.3562796830321795
Austria,42320,2013,European integration,6.8563437,7.123635,5.731012021097353,5.01450702122291
Austria,42320,2017,European integration,12.977294,10.565039,0.2593994617400078,0.3592386663348032
Austria,42320,2019,European integration,13.477524,11.948278,1.0740360642106326,0.3901948913111293
Austria,42320,1999,Immigration,16.168165,15.284676,1.0328581778411805,1.169767131958103
Austria,42320,2002,Immigration,5.3888955,8.683141,2.141885280609131,1.4433399836222331
Austria,42320,2006,Immigration,10.378394,12.295548,1.874328681150306,1.2948753678839369
Austria,42320,2008,Immigration,13.069778,14.202035,1.4594952436164998,1.164211087562838
Austria,42320,2013,Immigration,7.876567,9.995358,3.319766256366836,2.130079853220673
Austria,42320,2017,Immigration,14.803583,15.319834,0.5597402572631835,0.4474049091339111
Austria,42320,2019,Immigration,10.044455,12.316703,1.7628303545305262,1.310874445382436
Austria,42320,1999,International politics,4.1819353,8.016972,2.3642727332484528,0.481114543514641
Austria,42320,2002,International politics,8.25548,7.9346,1.0101048946380615,0.45757871866226196
Austria,42320,2006,International politics,5.9641123,8.862149,2.2789276440938315,0.5706848303476969
Austria,42320,2008,International politics,7.5252433,8.724955,1.2352493894429448,0.4794195588744494
Austria,42320,2013,International politics,9.864699,9.495889,0.4966809295688271,0.9538588644370415
Austria,42320,2017,International politics,9.04344,7.681054,0.2365603026980721,0.396177599018985
Austria,42320,2019,International politics,9.455601,7.7795005,0.4032638867696126,0.5652997493743896
Austria,42320,1999,Social Welfare,11.476528,3.3172565,0.1528917206528307,0.39739658001409006
Austria,42320,2002,Social Welfare,11.809723,4.317463,0.1278738591746294,0.3499585079069507
Austria,42320,2006,Social Welfare,11.040376,3.2588935,0.3533127356333329,0.4094137238612087
Austria,42320,2008,Social Welfare,11.547263,3.1994898,0.1232997065210892,0.30874370502675164
Austria,42320,2013,Social Welfare,11.744079,3.6982083,0.16110492233560655,0.35815850259309373
Austria,42320,2017,Social Welfare,11.619764,5.141795,0.11917750118513037,0.17924981492816333
Austria,42320,2019,Social Welfare,11.863586,4.1328936,0.09523959677031418,0.17089462831481414
Austria,42420,1999,Agriculture,9.64926,17.192585,1.2054932648278693,0.9288458187683031
Austria,42420,2002,Agriculture,11.033671,18.15199,0.247827410697937,0.6203800837198893
Austria,42420,2006,Agriculture,11.38324,17.139765,,
Austria,42420,2008,Agriculture,12.309502,17.422867,0.9476718738584734,1.1750277414031074
Austria,42420,2017,Agriculture,11.481402,17.976692,0.6205174326896667,0.5769500136375427
Austria,42420,1999,Civil Rights,-2.2787478,-1.0674793,1.1500746667035167,0.8028183648662081
Austria,42420,2002,Civil Rights,4.977065,-3.9603546,1.1846143097938207,0.19942712231671328
Austria,42420,2006,Civil Rights,13.552622,-1.0500984,5.217183383448555,1.6180242578289834
Austria,42420,2008,Civil Rights,2.1556005,-2.6054764,2.6892199845594464,0.7635826784835329
Austria,42420,2013,Civil Rights,1.6876041,-1.3781114,4.375507672627767,2.2266693115234375
Austria,42420,2017,Civil Rights,2.3738546,-1.803786,2.4234216939410547,1.1367352313234187
Austria,42420,2019,Civil Rights,5.6434,-3.4453695,3.8181223365724466,1.1510447880668808
Austria,42420,1999,Decentralization,6.9081087,6.477704,0.4869787076141306,0.22479824131713944
Austria,42420,2017,Decentralization,2.4652307,6.2304454,4.725855012001275,0.6495393563653756
Austria,42420,1999,Defense,9.83556,9.150119,1.8484611928096397,2.9563978940193083
Austria,42420,2002,Defense,12.000801,10.86401,0.2182442992925644,0.33650702238082886
Austria,42420,2006,Defense,11.611164,10.2111635,0.7574709102049099,0.4546806603690595
Austria,42420,2008,Defense,8.403238,6.123636,3.68903909172184,5.827176683043436
Austria,42420,2017,Defense,12.319606,12.412877,0.28036584967689876,0.5590650983269126
Austria,42420,2019,Defense,10.542755,10.457501,,
Austria,42420,1999,Economy,2.5962543,15.152882,1.9369601377125416,0.26959568824781455
Austria,42420,2002,Economy,3.9181821,15.772848,0.8183299158472982,0.0922552289027745
Austria,42420,2006,Economy,3.187572,15.545987,2.719445816514156,0.16766901442620458
Austria,42420,2008,Economy,6.812551,15.476277,1.9122831708577144,0.1976105964976836
Austria,42420,2013,Economy,6.003674,15.621409,4.1836090087890625,0.5236157774925232
Austria,42420,2017,Economy,5.3150353,15.822266,2.1681739529627855,0.2893737225779365
Austria,42420,2019,Economy,8.04899,15.808052,2.622900265678829,0.31752623797315666
Austria,42420,1999,Education,11.592133,8.193649,0.4569901531297447,0.5302143441556005
Austria,42420,2002,Education,11.379138,8.2846155,0.37960273878738815,0.18121592763485034
Austria,42420,2006,Education,10.662112,8.744511,0.6129884256854458,0.2572561687517557
Austria,42420,2008,Education,12.431435,7.79513,0.709926962852478,0.9020776748657227
Austria,42420,2013,Education,12.863888,9.10321,,
Austria,42420,2017,Education,9.17898,8.315667,2.366634776018652,0.6763777868106517
Austria,42420,2019,Education,10.4805565,8.217274,,
Austria,42420,1999,Environment,10.734572,5.4274273,0.2903026454704484,0.5400260405911685
Austria,42420,2002,Environment,10.367952,4.0974345,0.5729422092677687,0.4574736657149061
Austria,42420,2006,Environment,9.809109,4.1939664,0.9167549585091813,0.6885089705033786
Austria,42420,2008,Environment,8.081336,4.6219106,2.134209416765101,1.416989794025933
Austria,42420,2017,Environment,8.859812,5.1908712,1.2247203273715548,0.8837117971654305
Austria,42420,2019,Environment,8.764597,5.5895796,1.3803634643554688,0.9211490948994955
Austria,42420,1999,European integration,4.9347253,5.095248,2.953632354736328,2.4334444999694824
Austria,42420,2002,European integration,13.311793,11.041207,0.3793882280139225,0.32469741707206257
Austria,42420,2006,European integration,4.3898783,4.1809464,5.7139410972595215,3.6597654819488525
Austria,42420,2008,European integration,-1.7221525,0.4444067,3.438943346660091,2.7784946993037902
Austria,42420,2013,European integration,-4.5932913,-2.7744758,0.6591975734003955,0.4041836410661375
Austria,42420,2017,European integration,-4.970119,-2.3550837,0.1862393319606781,0.03197725489735603
Austria,42420,2019,European integration,-4.5838447,-2.2482944,0.6320885419845581,0.13877078890800476
Austria,42420,1999,Immigration,11.358177,13.318581,1.3457659216146654,1.0793872853990742
Austria,42420,2002,Immigration,13.735298,14.872264,1.0271773666236148,0.8753733534192588
Austria,42420,2006,Immigration,14.955568,16.932968,0.12568404277165732,0.34378302097320557
Austria,42420,2008,Immigration,11.873071,13.526604,1.6763826659381509,1.3613397881338285
Austria,42420,2013,Immigration,15.108025,17.158909,0.21384674517015115,0.3036583286724097
Austria,42420,2017,Immigration,14.599223,16.552193,0.3560359053878613,0.31934285511796323
Austria,42420,2019,Immigration,14.770198,15.787786,0.2578003605206807,0.4469078779220581
Austria,42420,1999,International politics,2.6361907,7.539175,2.8649298350016275,0.35131839911142987
Austria,42420,2002,International politics,8.613217,7.0478435,0.4415971040725708,0.25904494524002075
Austria,42420,2006,International politics,1.7723622,7.1202936,3.005022757181624,0.33306831526961456
Austria,42420,2008,International politics,-0.19132748,6.4879785,3.7213488187425017,0.3362013469275239
Austria,42420,2013,International politics,0.82917905,6.6366215,7.405959252287701,0.6703197895476324
Austria,42420,2017,International politics,-5.8349986,6.8994255,,
Austria,42420,2019,International politics,8.119469,5.7567353,,
Austria,42420,1999,Social Welfare,9.665878,4.261722,1.6524112811248348,0.9411184248543325
Austria,42420,2002,Social Welfare,11.3419895,5.29394,0.2511990154391829,0.22393183257780913
Austria,42420,2006,Social Welfare,11.56463,5.7319508,1.3124616797869828,0.4590252265810079
Austria,42420,2008,Social Welfare,11.607574,6.5670652,0.5834945408480697,0.42599191180288704
Austria,42420,2013,Social Welfare,8.88815,5.570199,2.4917697967545585,0.5178811229263095
Austria,42420,2017,Social Welfare,9.413908,4.2281003,1.2756112690550685,0.5890795725086652
Austria,42420,2019,Social Welfare,8.3969965,6.476174,2.3744079883184224,0.4735757052064232
Austria,42430,2013,Agriculture,7.1568885,8.947972,3.17393957410798,4.934982166486967
Austria,42430,2019,Agriculture,10.743299,11.683578,0.8477207368523001,3.966089766536058
Austria,42430,2013,Civil Rights,-4.3196445,-4.3246937,1.0684648247356927,0.5994779967350412
Austria,42430,2017,Civil Rights,0.20016225,-3.7978373,4.2733154296875,0.5738138755162557
Austria,42430,2019,Civil Rights,-0.44712406,-4.1054964,1.4974381740157368,0.39190236069847234
Austria,42430,2013,Decentralization,-1.806966,6.0031075,4.555801754427373,0.20929730836616903
Austria,42430,2017,Decentralization,-6.54814,6.037209,,
Austria,42430,2019,Decentralization,-1.4811867,6.7168393,5.027842653089148,0.5377737051260246
Austria,42430,2013,Defense,11.976787,13.40217,,
Austria,42430,2017,Defense,11.043436,10.459463,,
Austria,42430,2019,Defense,6.699009,4.893625,2.353714085942537,3.4386038265307275
Austria,42430,2013,Economy,5.3153086,15.567772,1.4372079297195792,0.15189988662483975
Austria,42430,2017,Economy,-2.0663335,16.262344,1.1760817353461275,0.9013158932885124
Austria,42430,2019,Economy,2.030029,15.737707,1.5569205673794113,0.24208053049875455
Austria,42430,2013,Education,11.814246,7.640399,0.8372114183245507,0.3095640899780169
Austria,42430,2017,Education,10.408126,7.393337,3.4409234523773193,1.1035966873168945
Austria,42430,2019,Education,11.832988,6.4111276,0.6744478839389573,0.34916466417302255
Austria,42430,2013,Environment,10.188092,4.333666,0.4373759393117145,0.4126675804439857
Austria,42430,2017,Environment,-1.9944884,-1.3418016,,
Austria,42430,2019,Environment,9.927291,4.640881,0.48446505239923227,0.4581161119447389
Austria,42430,2013,European integration,12.285504,11.842521,0.2840476154243558,0.7719740240730806
Austria,42430,2017,European integration,8.218053,7.7501507,3.7163031101226807,3.583287239074707
Austria,42430,2019,European integration,11.866727,9.9771,1.0383236096372976,0.8626148326139459
Austria,42430,2013,Immigration,3.8179946,7.4066105,0.9305070850059629,0.7354145957120134
Austria,42430,2017,Immigration,10.406085,13.11188,4.218150107763285,3.253402485880052
Austria,42430,2019,Immigration,7.2634788,9.558992,1.3208317376737295,1.050308020748531
Austria,42430,2013,International politics,10.070208,8.684318,0.7363266854969682,1.8268964526162423
Austria,42430,2017,International politics,10.73803,9.104352,,
Austria,42430,2019,International politics,8.079747,8.101026,1.2117855485365385,0.3665399604376028
Austria,42430,2013,Social Welfare,9.879175,4.8592205,0.8286894895905411,0.40452804457948655
Austria,42430,2017,Social Welfare,12.100658,2.7930648,0.39277522975470197,0.9902548612472063
Austria,42430,2019,Social Welfare,8.509978,5.725727,0.9154788986996516,0.24597790856294652
Austria,42520,1999,Agriculture,11.211812,18.235191,0.2660447160402934,0.5397357940673828
Austria,42520,2002,Agriculture,11.592338,16.470083,0.16526310360293414,0.3770964533356
Austria,42520,2006,Agriculture,10.749518,18.582596,0.2318470951866991,0.3568452280493686
Austria,42520,2008,Agriculture,11.528359,16.944925,,
Austria,42520,2013,Agriculture,10.662286,15.998603,0.41649361451466876,2.15126101175944
Austria,42520,2017,Agriculture,9.244124,11.143071,0.8712339123142763,2.6498418086091484
Austria,42520,2019,Agriculture,4.586947,14.444992,1.882776430245926,1.2944130842359103
Austria,42520,1999,Civil Rights,10.350562,-2.7136493,1.3405758446907865,0.2810404380848698
Austria,42520,2002,Civil Rights,1.9546669,-4.381299,1.466731016450734,0.2570683164507121
Austria,42520,2006,Civil Rights,6.590168,-2.9410102,1.8791158482783863,0.5585695215649736
Austria,42520,2008,Civil Rights,9.451093,-3.029692,2.7308340291830255,0.5443907177916985
Austria,42520,2013,Civil Rights,0.84216315,-4.138001,1.8189148150970142,0.601858743910871
Austria,42520,2017,Civil Rights,6.285254,-2.8701415,1.4214755420115257,0.38588432302169834
Austria,42520,2019,Civil Rights,11.293304,-1.8359432,2.3896229775691142,0.7504837382023192
Austria,42520,1999,Decentralization,9.618446,4.5119576,,
Austria,42520,2002,Decentralization,7.7032857,5.8302712,0.5234937636397019,0.23407388305778976
Austria,42520,2006,Decentralization,3.7636273,5.779366,2.809529451875402,0.42082847619930847
Austria,42520,2008,Decentralization,8.330679,5.691157,,
Austria,42520,2013,Decentralization,-0.45066738,6.2545757,6.240649467179694,0.1591355734066594
Austria,42520,2017,Decentralization,5.189382,5.846032,1.7984513759688459,0.21759665564928668
Austria,42520,2019,Decentralization,7.332442,4.635725,1.7878413283247134,0.01624774971238534
Austria,42520,1999,Defense,12.77919,11.884115,0.19719095528125763,0.40439239144325256
Austria,42520,2002,Defense,12.6225395,12.744341,0.23048226038614908,0.45034738381703693
Austria,42520,2006,Defense,10.465663,9.290196,1.9287091637616347,2.900227039704277
Austria,42520,2008,Defense,12.819691,11.729615,0.5455861492327929,1.7750978072089596
Austria,42520,2013,Defense,12.200562,12.221973,0.35716023359513904,0.5506747911346043
Austria,42520,2017,Defense,11.0672035,10.135186,1.0179796843959503,1.4554224782386969
Austria,42520,2019,Defense,12.871178,11.987329,0.3281200451342036,0.62917507299085
Austria,42520,1999,Economy,1.976247,16.048044,0.780459605051748,0.14104856705043595
Austria,42520,2002,Economy,4.143579,15.839043,0.917906851306264,0.15896461164482092
Austria,42520,2006,Economy,4.9754467,15.900419,1.431445385680471,0.21638723075784233
Austria,42520,2008,Economy,1.7838889,16.493233,2.4457195789261723,0.5384812020982205
Austria,42520,2013,Economy,4.7621465,15.955942,1.2219714094052934,0.18866512630466079
Austria,42520,2017,Economy,-0.5305987,15.619765,0.520919403197103,0.10024516616199379
Austria,42520,2019,Economy,2.9463556,16.003872,1.900775148255785,0.30421178035689384
Austria,42520,1999,Education,12.75864,8.222006,0.18241062454196186,0.206483065026352
Austria,42520,2002,Education,12.332799,8.760044,0.5043663770354342,0.2761327130990789
Austria,42520,2006,Education,13.014634,8.892991,0.259982810669691,0.2663773465990359
Austria,42520,2008,Education,13.490082,9.696489,0.2670262619001435,0.4846519580316015
Austria,42520,2013,Education,12.069216,7.5170755,0.959918762319101,0.5113523744385942
Austria,42520,2017,Education,11.380736,7.495004,0.48218977057367923,0.24862863282027445
Austria,42520,2019,Education,13.410171,6.9322658,0.34349279033975355,0.9361714468016786
Austria,42520,1999,Environment,9.561457,3.4008925,1.124874472618103,0.7490036487579346
Austria,42520,2002,Environment,9.559155,5.888115,0.49078166467395107,0.5100614119301946
Austria,42520,2006,Environment,8.331826,3.1734335,0.7746748129526774,0.49717911084493
Austria,42520,2008,Environment,4.5304193,1.9882588,3.674448013305664,2.2764530181884766
Austria,42520,2013,Environment,8.8146105,4.0599093,0.8469667878638785,0.6386991352168795
Austria,42520,2017,Environment,6.1971707,2.3992248,0.8717232027471566,0.5844605098287784
Austria,42520,2019,Environment,8.324845,4.4910607,1.4000844237798866,1.0923680220911767
Austria,42520,1999,European integration,12.809411,10.655763,0.6428315906968793,0.5407600585185022
Austria,42520,2002,European integration,12.346624,10.839665,0.5594251965469783,0.4777244876066064
Austria,42520,2006,European integration,13.3964405,11.52207,0.29205655510884526,0.20750144992798206
Austria,42520,2008,European integration,11.1105795,10.865292,1.6794919959959185,1.3431185747275263
Austria,42520,2013,European integration,9.528172,10.892185,1.6452875137329102,1.7816541989644368
Austria,42520,2017,European integration,-0.21476324,0.97,2.096515911480283,1.9642872300624106
Austria,42520,2019,European integration,4.288974,5.01638,2.3004190452486526,2.045853130330567
Austria,42520,1999,Immigration,14.230004,15.423369,0.9488244851587557,0.8197598515062102
Austria,42520,2002,Immigration,11.982647,14.604174,1.5197219572099505,1.3429933045105351
Austria,42520,2006,Immigration,15.41671,16.374086,0.3811963965458954,0.27663382616432425
Austria,42520,2008,Immigration,14.850864,15.706909,1.0152179620062662,0.8478467305374444
Austria,42520,2013,Immigration,10.632882,12.140345,2.1968560126006635,1.3962039303019835
Austria,42520,2017,Immigration,13.8817425,15.503821,0.4807327941847728,0.41669024031560753
Austria,42520,2019,Immigration,14.605016,15.699799,0.7184079240126044,0.6356153243385326
Austria,42520,1999,International politics,9.136064,7.3569913,0.35848349116918454,0.2338800764402807
Austria,42520,2002,International politics,9.057802,8.478565,0.4600880940755208,0.30650214354197186
Austria,42520,2006,International politics,8.362304,8.578293,0.655970736623217,0.3118295235542074
Austria,42520,2008,International politics,8.777135,7.6812468,0.48730382323265076,0.7550157904624939
