country_party_election,d2v_d1,d2v_d2,country,party,election
Norway_12320_2005,-3.1606772,3.7313516,Norway,12320,2005
Norway_12420_2005,-17.40259,2.5483038,Norway,12420,2005
Norway_12520_2005,-8.739713,3.9813764,Norway,12520,2005
Norway_12620_2005,-5.21596,4.0265093,Norway,12620,2005
Norway_12810_2005,-20.474987,5.246821,Norway,12810,2005
Norway_12951_2005,-5.7956896,2.4788804,Norway,12951,2005
Norway_12221_2009,-17.02937,1.9739436,Norway,12221,2009
Norway_12320_2009,-7.883815,3.8381438,Norway,12320,2009
Norway_12420_2009,-12.694762,4.044192,Norway,12420,2009
Norway_12520_2009,-12.272303,4.9329553,Norway,12520,2009
Norway_12620_2009,-7.1858406,4.160761,Norway,12620,2009
Norway_12810_2009,-23.313728,-1.0797166,Norway,12810,2009
Norway_12951_2009,1.0994425,2.8734632,Norway,12951,2009
Norway_12110_2013,-21.836672,1.4897326,Norway,12110,2013
Norway_12221_2013,-10.665777,4.152591,Norway,12221,2013
Norway_12320_2013,-8.1391325,4.602937,Norway,12320,2013
Norway_12420_2013,-13.458137,5.0423822,Norway,12420,2013
Norway_12520_2013,-8.855727,2.9354453,Norway,12520,2013
Norway_12620_2013,0.15709354,2.8513129,Norway,12620,2013
Norway_12810_2013,-1.0880945,3.018515,Norway,12810,2013
Norway_12951_2013,-1.2041883,2.951073,Norway,12951,2013
Norway_12110_2017,-16.631762,2.4390821,Norway,12110,2017
Norway_12221_2017,-6.442812,3.8912275,Norway,12221,2017
Norway_12230_2017,-6.278336,3.2738745,Norway,12230,2017
Norway_12320_2017,-9.630485,4.303162,Norway,12320,2017
Norway_12420_2017,-15.084367,5.062086,Norway,12420,2017
Norway_12520_2017,-9.505235,4.175209,Norway,12520,2017
Norway_12620_2017,-5.021548,3.274154,Norway,12620,2017
Norway_12810_2017,-2.1820385,3.3117096,Norway,12810,2017
Norway_12951_2017,1.0434353,2.6544404,Norway,12951,2017
Denmark_13229_1998,6.217853,3.1058571,Denmark,13229,1998
Denmark_13230_1998,0.4714441,1.8660777,Denmark,13230,1998
Denmark_13320_1998,4.336227,2.4877777,Denmark,13320,1998
Denmark_13330_1998,3.7096438,2.240506,Denmark,13330,1998
Denmark_13410_1998,5.1217885,2.7157993,Denmark,13410,1998
Denmark_13520_1998,9.227522,3.8710368,Denmark,13520,1998
Denmark_13620_1998,3.5355396,1.9617921,Denmark,13620,1998
Denmark_13720_1998,9.419017,3.9805377,Denmark,13720,1998
Denmark_13951_1998,9.313648,3.951366,Denmark,13951,1998
Denmark_13320_2001,-0.53385407,1.8497586,Denmark,13320,2001
Denmark_13229_2005,3.9669821,2.2379396,Denmark,13229,2005
Denmark_13230_2005,0.5178083,2.041888,Denmark,13230,2005
Denmark_13320_2005,4.3088202,2.4517872,Denmark,13320,2005
Denmark_13410_2005,7.5174413,3.3133938,Denmark,13410,2005
Denmark_13420_2005,2.9152288,2.1274238,Denmark,13420,2005
Denmark_13520_2005,9.099646,3.9423273,Denmark,13520,2005
Denmark_13620_2005,8.998127,3.842643,Denmark,13620,2005
Denmark_13720_2005,8.639897,3.7627625,Denmark,13720,2005
Denmark_13001_2007,8.249766,3.7330582,Denmark,13001,2007
Denmark_13229_2007,2.0438476,2.3049598,Denmark,13229,2007
Denmark_13230_2007,6.8207755,2.9923248,Denmark,13230,2007
Denmark_13320_2007,5.8742423,3.0043414,Denmark,13320,2007
Denmark_13410_2007,7.37275,3.4727669,Denmark,13410,2007
Denmark_13420_2007,8.203122,3.6157825,Denmark,13420,2007
Denmark_13620_2007,6.7613544,3.1020224,Denmark,13620,2007
Denmark_13720_2007,7.8537173,3.5757384,Denmark,13720,2007
Denmark_13229_2011,4.104785,2.4273033,Denmark,13229,2011
Denmark_13230_2011,1.756992,1.7193707,Denmark,13230,2011
Denmark_13320_2011,6.0980835,3.1343582,Denmark,13320,2011
Denmark_13410_2011,9.643688,4.0632505,Denmark,13410,2011
Denmark_13620_2011,9.686494,4.0729365,Denmark,13620,2011
Denmark_13720_2011,7.0294614,3.0701587,Denmark,13720,2011
Denmark_13229_2015,8.495551,3.7242079,Denmark,13229,2015
Denmark_13230_2015,1.6000024,1.6063613,Denmark,13230,2015
Denmark_13320_2015,3.8536458,2.4335747,Denmark,13320,2015
Denmark_13410_2015,8.52912,3.7276113,Denmark,13410,2015
Denmark_13001_2019,5.667296,2.861785,Denmark,13001,2019
Denmark_13110_2019,-5.3568516,0.8776989,Denmark,13110,2019
Denmark_13229_2019,1.5112566,1.8813117,Denmark,13229,2019
Denmark_13230_2019,-3.4299896,1.7139341,Denmark,13230,2019
Denmark_13320_2019,-11.696145,0.9754808,Denmark,13320,2019
Denmark_13410_2019,-1.9070953,1.8721204,Denmark,13410,2019
Denmark_13420_2019,4.838537,2.602484,Denmark,13420,2019
Denmark_13620_2019,-2.0771856,1.1235131,Denmark,13620,2019
Denmark_13720_2019,5.682435,2.699267,Denmark,13720,2019
Denmark_13730_2019,3.1736684,1.8829961,Denmark,13730,2019
Finland_14110_2007,-1.1196902,-0.044681232,Finland,14110,2007
Finland_14223_2007,2.2508264,1.2968384,Finland,14223,2007
Finland_14320_2007,4.6082363,2.019443,Finland,14320,2007
Finland_14520_2007,0.61912304,0.7815263,Finland,14520,2007
Finland_14620_2007,5.3710847,2.470718,Finland,14620,2007
Finland_14810_2007,0.15547213,0.56938756,Finland,14810,2007
Finland_14820_2007,1.9235326,0.8911454,Finland,14820,2007
Finland_14901_2007,7.123315,3.028694,Finland,14901,2007
Finland_14110_2011,-2.9167283,-0.18866464,Finland,14110,2011
Finland_14223_2011,7.3494563,3.2127757,Finland,14223,2011
Finland_14320_2011,7.0999,3.0463452,Finland,14320,2011
Finland_14520_2011,2.8973835,1.7109431,Finland,14520,2011
Finland_14620_2011,2.0631585,1.2092081,Finland,14620,2011
Finland_14810_2011,0.9540551,0.9593347,Finland,14810,2011
Finland_14820_2011,5.8784046,2.5321362,Finland,14820,2011
Finland_14901_2011,7.0305753,3.0131154,Finland,14901,2011
Finland_14110_2015,-1.8478739,-0.19241579,Finland,14110,2015
Finland_14223_2015,-0.67538023,0.4912443,Finland,14223,2015
Finland_14320_2015,7.74439,3.336288,Finland,14320,2015
Finland_14520_2015,1.8656913,1.0478053,Finland,14520,2015
Finland_14620_2015,2.1514525,1.2885828,Finland,14620,2015
Finland_14810_2015,4.411881,2.2661428,Finland,14810,2015
Finland_14820_2015,6.6832995,2.9646528,Finland,14820,2015
Finland_14901_2015,1.7899693,0.9513731,Finland,14901,2015
Finland_14110_2019,-1.7579358,0.36435968,Finland,14110,2019
Finland_14223_2019,-2.4917896,0.09942635,Finland,14223,2019
Finland_14320_2019,-15.251957,-2.8317735,Finland,14320,2019
Finland_14440_2019,1.8882413,1.3557807,Finland,14440,2019
Finland_14520_2019,-0.9727086,0.6681393,Finland,14520,2019
Finland_14620_2019,0.9893445,1.0931976,Finland,14620,2019
Finland_14810_2019,-0.12852712,0.48965976,Finland,14810,2019
Finland_14820_2019,-5.901801,-1.8982829,Finland,14820,2019
Finland_14901_2019,3.08702,0.76783186,Finland,14901,2019
Iceland_15111_2003,3.157635,0.91494054,Iceland,15111,2003
Iceland_15328_2003,8.710295,3.6469088,Iceland,15328,2003
Iceland_15420_2003,9.142136,3.855193,Iceland,15420,2003
Iceland_15620_2003,9.613903,4.02383,Iceland,15620,2003
Iceland_15111_2007,7.138322,3.03389,Iceland,15111,2007
Iceland_15328_2007,7.385763,3.06988,Iceland,15328,2007
Iceland_15420_2007,7.407831,3.1404963,Iceland,15420,2007
Iceland_15620_2007,5.1007495,1.8618563,Iceland,15620,2007
Iceland_15328_2009,2.965505,0.90527374,Iceland,15328,2009
Iceland_15620_2009,9.199785,3.8583958,Iceland,15620,2009
Iceland_15810_2009,9.492299,3.9567943,Iceland,15810,2009
Iceland_15111_2013,5.8695917,2.383916,Iceland,15111,2013
Iceland_15328_2013,5.049161,1.9341229,Iceland,15328,2013
Iceland_15440_2013,8.419029,3.4373646,Iceland,15440,2013
Iceland_15810_2013,8.341937,3.4783542,Iceland,15810,2013
Iceland_15111_2016,3.8124158,1.0143696,Iceland,15111,2016
Iceland_15328_2016,-0.41142812,-0.8042181,Iceland,15328,2016
Iceland_15440_2016,5.4423566,2.0983322,Iceland,15440,2016
Iceland_15450_2016,7.03201,3.0275645,Iceland,15450,2016
Iceland_15620_2016,7.7763133,3.2762263,Iceland,15620,2016
Iceland_15810_2016,9.242249,3.9148583,Iceland,15810,2016
Iceland_15952_2016,7.218568,3.1107633,Iceland,15952,2016
Iceland_15111_2017,2.9609187,0.75056547,Iceland,15111,2017
Iceland_15328_2017,9.086233,3.7857342,Iceland,15328,2017
Iceland_15440_2017,7.3764167,3.016066,Iceland,15440,2017
Iceland_15450_2017,7.016239,2.8643258,Iceland,15450,2017
Iceland_15620_2017,6.267781,2.484077,Iceland,15620,2017
Iceland_15810_2017,9.256246,3.843499,Iceland,15810,2017
Iceland_15952_2017,7.2512455,2.961544,Iceland,15952,2017
Iceland_15953_2017,8.996289,3.7933893,Iceland,15953,2017
Iceland_15111_2021,4.4643764,1.7314676,Iceland,15111,2021
Iceland_15328_2021,4.2168427,1.627652,Iceland,15328,2021
Iceland_15450_2021,-0.76620656,-1.1317259,Iceland,15450,2021
Iceland_15620_2021,4.3955092,1.8172584,Iceland,15620,2021
Iceland_15630_2021,8.46175,3.4844434,Iceland,15630,2021
Iceland_15810_2021,6.737822,2.6718893,Iceland,15810,2021
Iceland_15952_2021,-2.0241137,-1.7126827,Iceland,15952,2021
Iceland_15953_2021,3.8947744,1.482127,Iceland,15953,2021
Belgium_21111_2007,-21.050447,5.851454,Belgium,21111,2007
Belgium_21112_2007,-8.593953,-30.458082,Belgium,21112,2007
Belgium_21221_2007,9.270087,3.353737,Belgium,21221,2007
Belgium_21321_2007,9.260371,3.198985,Belgium,21321,2007
Belgium_21322_2007,-10.721621,3.6623962,Belgium,21322,2007
Belgium_21330_2007,5.3732433,-3.6245046,Belgium,21330,2007
Belgium_21421_2007,5.2353406,-3.013741,Belgium,21421,2007
Belgium_21426_2007,-12.187094,4.142509,Belgium,21426,2007
Belgium_21430_2007,1.8500003,-11.71175,Belgium,21430,2007
Belgium_21521_2007,2.9526339,-8.293186,Belgium,21521,2007
Belgium_21522_2007,-15.863844,4.8313537,Belgium,21522,2007
Belgium_21916_2007,1.6294323,-11.873829,Belgium,21916,2007
Belgium_21917_2007,4.1579456,-6.6264353,Belgium,21917,2007
Belgium_21111_2010,-14.496197,5.2500553,Belgium,21111,2010
Belgium_21112_2010,-0.6419108,-15.920179,Belgium,21112,2010
Belgium_21321_2010,5.773401,-2.404213,Belgium,21321,2010
Belgium_21322_2010,-5.317613,3.9201198,Belgium,21322,2010
Belgium_21421_2010,6.163322,-1.5874485,Belgium,21421,2010
Belgium_21426_2010,-12.287806,5.562292,Belgium,21426,2010
Belgium_21521_2010,6.2040005,-1.1282953,Belgium,21521,2010
Belgium_21522_2010,-6.608707,3.7106533,Belgium,21522,2010
Belgium_21916_2010,8.7335825,2.584861,Belgium,21916,2010
Belgium_21917_2010,8.385678,2.0428696,Belgium,21917,2010
Belgium_21112_2014,-15.23447,-39.070206,Belgium,21112,2014
Belgium_21230_2014,-1.8940662,-18.153378,Belgium,21230,2014
Belgium_21321_2014,-5.17495,-25.421036,Belgium,21321,2014
Belgium_21322_2014,-18.392998,5.1816297,Belgium,21322,2014
Belgium_21421_2014,7.0103927,-0.73767376,Belgium,21421,2014
Belgium_21426_2014,-22.88014,5.3800898,Belgium,21426,2014
Belgium_21521_2014,-6.200981,-26.465708,Belgium,21521,2014
Belgium_21522_2014,-18.321169,3.0103033,Belgium,21522,2014
Belgium_21710_2014,0.6833098,2.802491,Belgium,21710,2014
Belgium_21912_2014,2.749018,2.5778291,Belgium,21912,2014
Belgium_21916_2014,0.9531113,-13.755379,Belgium,21916,2014
Belgium_21917_2014,7.085726,0.106718354,Belgium,21917,2014
Belgium_21111_2019,-21.582594,4.7937875,Belgium,21111,2019
Belgium_21112_2019,-4.941975,-24.927591,Belgium,21112,2019
Belgium_21230_2019,-9.689987,-31.4927,Belgium,21230,2019
Belgium_21321_2019,-4.1164985,-23.046558,Belgium,21321,2019
Belgium_21322_2019,-16.721401,5.275801,Belgium,21322,2019
Belgium_21421_2019,1.3093115,-12.383098,Belgium,21421,2019
Belgium_21426_2019,-28.773602,6.9350176,Belgium,21426,2019
Belgium_21521_2019,-7.0484734,-27.92038,Belgium,21521,2019
Belgium_21522_2019,0.73740333,3.2515104,Belgium,21522,2019
Belgium_21912_2019,-3.7529225,3.0302057,Belgium,21912,2019
Belgium_21916_2019,-2.666935,-20.710512,Belgium,21916,2019
Belgium_21917_2019,1.5258915,-12.225943,Belgium,21917,2019
Netherlands_22210_1946,9.742869,3.9595675,Netherlands,22210,1946
Netherlands_22952_1948,9.440905,3.8010428,Netherlands,22952,1948
Netherlands_22528_1981,5.046291,1.4316398,Netherlands,22528,1981
Netherlands_22210_1982,4.8429227,-4.213179,Netherlands,22210,1982
Netherlands_22527_1982,3.8034801,-7.238934,Netherlands,22527,1982
Netherlands_22528_1982,4.9356794,1.4044145,Netherlands,22528,1982
Netherlands_22710_1982,2.979548,-7.5516787,Netherlands,22710,1982
Netherlands_22952_1982,5.8525414,-1.6005509,Netherlands,22952,1982
Netherlands_22230_1986,-1.8014715,-19.781662,Netherlands,22230,1986
Netherlands_22952_1986,3.085869,-8.252876,Netherlands,22952,1986
Netherlands_22527_1989,0.9439629,-13.838162,Netherlands,22527,1989
Netherlands_22528_1989,-6.0270443,-27.565561,Netherlands,22528,1989
Netherlands_22711_1989,7.2837605,1.7360178,Netherlands,22711,1989
Netherlands_22952_1989,-2.6894262,-22.055168,Netherlands,22952,1989
Netherlands_22220_1994,3.9881186,-6.7555346,Netherlands,22220,1994
Netherlands_22527_1994,0.05078219,-16.055769,Netherlands,22527,1994
Netherlands_22528_1994,-5.4668474,-26.652332,Netherlands,22528,1994
Netherlands_22711_1994,6.57066,0.86148226,Netherlands,22711,1994
Netherlands_22952_1994,2.0340967,-11.545358,Netherlands,22952,1994
Netherlands_22954_1994,3.0354614,-9.474558,Netherlands,22954,1994
Netherlands_22955_1994,7.414838,1.1845723,Netherlands,22955,1994
Netherlands_22527_1998,0.072520636,-16.054163,Netherlands,22527,1998
Netherlands_22528_1998,-0.85872567,-17.864576,Netherlands,22528,1998
Netherlands_22952_1998,0.9369951,-14.30955,Netherlands,22952,1998
Netherlands_22952_2002,-1.9079301,-20.899565,Netherlands,22952,2002
Netherlands_22110_2006,2.7383819,-9.994215,Netherlands,22110,2006
Netherlands_22220_2006,2.6386948,-11.053953,Netherlands,22220,2006
Netherlands_22320_2006,3.0894141,-9.493337,Netherlands,22320,2006
Netherlands_22330_2006,2.6957176,-10.756772,Netherlands,22330,2006
Netherlands_22420_2006,7.3521805,0.62031716,Netherlands,22420,2006
Netherlands_22521_2006,2.2512631,-10.056037,Netherlands,22521,2006
Netherlands_22526_2006,-0.52916193,-17.47757,Netherlands,22526,2006
Netherlands_22722_2006,8.9375305,3.4440413,Netherlands,22722,2006
Netherlands_22951_2006,-8.899871,-31.487362,Netherlands,22951,2006
Netherlands_22952_2006,5.024919,-3.5545182,Netherlands,22952,2006
Netherlands_22110_2010,2.7423701,-9.9381695,Netherlands,22110,2010
Netherlands_22220_2010,5.9379973,-2.1866593,Netherlands,22220,2010
Netherlands_22320_2010,5.145247,-4.10888,Netherlands,22320,2010
Netherlands_22330_2010,-0.102795765,-16.924273,Netherlands,22330,2010
Netherlands_22420_2010,6.2098308,-2.5031617,Netherlands,22420,2010
Netherlands_22521_2010,1.8982097,-12.959046,Netherlands,22521,2010
Netherlands_22526_2010,-0.1321886,-16.843185,Netherlands,22526,2010
Netherlands_22722_2010,6.7847724,-1.3141445,Netherlands,22722,2010
Netherlands_22951_2010,-10.611198,-34.25237,Netherlands,22951,2010
Netherlands_22952_2010,4.912313,-4.2828617,Netherlands,22952,2010
Netherlands_22110_2012,0.33561367,-15.324484,Netherlands,22110,2012
Netherlands_22220_2012,0.89187634,-14.867486,Netherlands,22220,2012
Netherlands_22320_2012,2.3662124,-11.159134,Netherlands,22320,2012
Netherlands_22330_2012,2.8095908,-10.0337515,Netherlands,22330,2012
Netherlands_22420_2012,6.3009024,-0.56748635,Netherlands,22420,2012
Netherlands_22521_2012,5.6768837,-2.1897306,Netherlands,22521,2012
Netherlands_22526_2012,-0.58983964,-17.850796,Netherlands,22526,2012
Netherlands_22722_2012,6.7305117,-0.542833,Netherlands,22722,2012
Netherlands_22951_2012,-4.9664707,-25.313448,Netherlands,22951,2012
Netherlands_22952_2012,4.8816886,-4.3586316,Netherlands,22952,2012
Netherlands_22953_2012,8.611559,2.8924038,Netherlands,22953,2012
Netherlands_22110_2017,2.5414681,-10.976132,Netherlands,22110,2017
Netherlands_22220_2017,2.152427,-11.919529,Netherlands,22220,2017
Netherlands_22320_2017,-2.2270184,-22.112467,Netherlands,22320,2017
Netherlands_22321_2017,6.5231056,0.031850163,Netherlands,22321,2017
Netherlands_22330_2017,-3.411649,-24.577015,Netherlands,22330,2017
Netherlands_22420_2017,0.037871927,-16.409807,Netherlands,22420,2017
Netherlands_22521_2017,7.037361,0.2622025,Netherlands,22521,2017
Netherlands_22526_2017,0.17380124,-15.74498,Netherlands,22526,2017
Netherlands_22730_2017,8.42834,2.9634433,Netherlands,22730,2017
Netherlands_22951_2017,-2.4892137,-20.53553,Netherlands,22951,2017
Netherlands_22952_2017,0.36366117,-15.899949,Netherlands,22952,2017
Netherlands_22953_2017,7.0268636,-0.24976927,Netherlands,22953,2017
Netherlands_22110_2021,-1.440484,-20.03407,Netherlands,22110,2021
Netherlands_22220_2021,5.788508,-2.7541268,Netherlands,22220,2021
Netherlands_22235_2021,3.7273486,-8.871569,Netherlands,22235,2021
Netherlands_22240_2021,0.7871346,-15.057652,Netherlands,22240,2021
Netherlands_22320_2021,1.1258632,-14.28293,Netherlands,22320,2021
Netherlands_22321_2021,6.464138,-0.09165114,Netherlands,22321,2021
Netherlands_22330_2021,-3.8569293,-24.94962,Netherlands,22330,2021
Netherlands_22420_2021,0.57180685,-15.188518,Netherlands,22420,2021
Netherlands_22521_2021,3.3680146,-7.6252193,Netherlands,22521,2021
Netherlands_22526_2021,-2.973627,-23.040014,Netherlands,22526,2021
Netherlands_22722_2021,7.2854223,0.42177913,Netherlands,22722,2021
Netherlands_22730_2021,5.7194667,-1.964243,Netherlands,22730,2021
Netherlands_22731_2021,1.3953844,-12.499426,Netherlands,22731,2021
Netherlands_22820_2021,1.1039456,-13.057073,Netherlands,22820,2021
Netherlands_22951_2021,-10.630309,-35.762665,Netherlands,22951,2021
Netherlands_22952_2021,6.1274366,-0.6961822,Netherlands,22952,2021
Netherlands_22953_2021,8.743583,2.4268491,Netherlands,22953,2021
France_31021_2012,0.8413134,2.8033714,France,31021,2012
France_31110_2012,-15.802137,3.7980607,France,31110,2012
France_31230_2012,3.231954,2.6354952,France,31230,2012
France_31320_2012,5.9310966,3.1376076,France,31320,2012
France_31421_2012,3.4533472,2.983423,France,31421,2012
France_31624_2012,1.8456578,2.4857588,France,31624,2012
France_31626_2012,7.421501,3.6088884,France,31626,2012
France_31630_2012,-1.6489896,2.8830643,France,31630,2012
France_31631_2012,7.148407,3.417393,France,31631,2012
France_31720_2012,2.2081165,2.9506998,France,31720,2012
France_31110_2017,0.07487401,2.8363235,France,31110,2017
France_31230_2017,1.2189738,2.550762,France,31230,2017
France_31240_2017,-7.1375885,3.5386086,France,31240,2017
France_31320_2017,8.387106,3.919316,France,31320,2017
France_31425_2017,4.7554345,3.0627356,France,31425,2017
France_31430_2017,7.5387626,3.2376351,France,31430,2017
France_31624_2017,4.3337502,2.410633,France,31624,2017
France_31626_2017,7.486524,3.3844554,France,31626,2017
France_31720_2017,6.878101,3.3881357,France,31720,2017
Italy_32212_2001,-24.55716,12.844061,Italy,32212,2001
Italy_32629_2001,1.7826449,5.3344035,Italy,32629,2001
Italy_32901_2001,7.821716,4.20198,Italy,32901,2001
Italy_32902_2001,-25.656069,14.110539,Italy,32902,2001
Italy_32061_2008,6.7408795,4.3019767,Italy,32061,2008
Italy_32440_2008,6.5777087,4.685668,Italy,32440,2008
Italy_32021_2013,-2.102303,6.203837,Italy,32021,2013
Italy_32061_2013,7.3828626,3.4127243,Italy,32061,2013
Italy_32230_2013,-18.258966,12.16981,Italy,32230,2013
Italy_32450_2013,4.668476,4.1650124,Italy,32450,2013
Italy_32460_2013,-1.1361476,5.9999895,Italy,32460,2013
Italy_32530_2013,6.6589484,4.173595,Italy,32530,2013
Italy_32630_2013,-8.514274,8.218518,Italy,32630,2013
Italy_32640_2013,9.292072,4.1790934,Italy,32640,2013
Italy_32720_2013,7.274059,3.4216585,Italy,32720,2013
Italy_32904_2013,0.9790259,-2.622696,Italy,32904,2013
Italy_32906_2013,9.414334,4.095396,Italy,32906,2013
Italy_32956_2013,-5.6597333,6.9117794,Italy,32956,2013
Italy_32022_2018,-10.473881,9.460711,Italy,32022,2018
Italy_32031_2018,-3.1738167,6.788268,Italy,32031,2018
Italy_32051_2018,1.3263015,4.379377,Italy,32051,2018
Italy_32055_2018,7.323268,3.936859,Italy,32055,2018
Italy_32440_2018,-6.0256195,7.6685133,Italy,32440,2018
Italy_32451_2018,-4.870249,6.8727517,Italy,32451,2018
Italy_32610_2018,8.330234,3.8148491,Italy,32610,2018
Italy_32630_2018,4.4603415,4.219561,Italy,32630,2018
Italy_32720_2018,-24.475286,12.82042,Italy,32720,2018
Italy_32956_2018,-54.825333,9.56017,Italy,32956,2018
Spain_33610_1996,-2.3882813,5.5073123,Spain,33610,1996
Spain_33907_1996,-5.4814496,6.0736384,Spain,33907,1996
Spain_33220_2000,-28.962963,7.330004,Spain,33220,2000
Spain_33320_2000,-4.0128765,4.509112,Spain,33320,2000
Spain_33610_2000,-8.197946,6.936507,Spain,33610,2000
Spain_33611_2000,-8.581901,6.595513,Spain,33611,2000
Spain_33902_2000,-20.081293,9.568319,Spain,33902,2000
Spain_33907_2000,6.9196067,3.5272596,Spain,33907,2000
Spain_33908_2000,-1.156452,3.2543736,Spain,33908,2000
Spain_33906_2004,-10.187738,7.551496,Spain,33906,2004
Spain_33907_2004,3.4347963,3.6960413,Spain,33907,2004
Spain_33908_2004,-8.332794,4.5491266,Spain,33908,2004
Spain_33909_2004,-2.242459,3.639745,Spain,33909,2004
Spain_33910_2004,9.43645,3.9986703,Spain,33910,2004
Spain_33220_2008,-9.285915,6.952823,Spain,33220,2008
Spain_33320_2008,-24.491613,9.741584,Spain,33320,2008
Spain_33610_2008,-19.358097,8.648789,Spain,33610,2008
Spain_33611_2008,3.2253222,1.6722181,Spain,33611,2008
Spain_33902_2008,-11.06505,7.290464,Spain,33902,2008
Spain_33903_2008,-12.69082,7.947876,Spain,33903,2008
Spain_33905_2008,-5.2887335,-1.0038656,Spain,33905,2008
Spain_33907_2008,-12.699197,7.950899,Spain,33907,2008
Spain_33908_2008,-3.23211,3.3135002,Spain,33908,2008
Spain_33909_2008,-13.440645,7.7065096,Spain,33909,2008
Spain_33091_2011,-7.247451,5.81216,Spain,33091,2011
Spain_33093_2011,-14.961278,8.110526,Spain,33093,2011
Spain_33220_2011,-7.2616553,5.3842998,Spain,33220,2011
Spain_33320_2011,-15.227409,8.344623,Spain,33320,2011
Spain_33440_2011,-3.0626457,4.207569,Spain,33440,2011
Spain_33610_2011,-3.6448963,4.0668902,Spain,33610,2011
Spain_33611_2011,-3.4511101,-1.2922107,Spain,33611,2011
Spain_33612_2011,-2.648425,4.7864714,Spain,33612,2011
Spain_33902_2011,5.584288,3.1696196,Spain,33902,2011
Spain_33905_2011,-4.8916497,-1.3169836,Spain,33905,2011
Spain_33907_2011,7.586301,3.8249006,Spain,33907,2011
Spain_33908_2011,-1.1748224,1.9094783,Spain,33908,2011
Spain_33020_2015,-11.358366,6.9970303,Spain,33020,2015
Spain_33095_2015,9.288022,3.9584785,Spain,33095,2015
Spain_33096_2015,-0.55539495,-1.1968312,Spain,33096,2015
Spain_33097_2015,7.0956025,3.0655901,Spain,33097,2015
Spain_33098_2015,-2.2740142,-1.9924922,Spain,33098,2015
Spain_33099_2015,-0.15657827,-0.4507628,Spain,33099,2015
Spain_33210_2015,0.6093618,-0.04430744,Spain,33210,2015
Spain_33320_2015,-1.0940683,0.3013041,Spain,33320,2015
Spain_33420_2015,-19.497238,9.10472,Spain,33420,2015
Spain_33610_2015,3.2307544,1.5924175,Spain,33610,2015
Spain_33902_2015,8.545408,3.6660044,Spain,33902,2015
Spain_33905_2015,7.3777704,2.9489026,Spain,33905,2015
Spain_33907_2015,8.859372,3.706949,Spain,33907,2015
Spain_33025_2016,-0.20906301,3.0346057,Spain,33025,2016
Spain_33095_2016,9.736216,4.10848,Spain,33095,2016
Spain_33096_2016,-0.6196431,-1.5910567,Spain,33096,2016
Spain_33097_2016,7.1347423,2.96566,Spain,33097,2016
Spain_33098_2016,-2.5299466,-2.6560555,Spain,33098,2016
