country_party_election,d2v_d1,d2v_d2,country,party,election
Norway_12810_2005,2.3180678,0.6860157,Norway,12810,2005
Norway_12951_2005,-1.7711877,-0.735823,Norway,12951,2005
Norway_12221_2009,-0.59720695,-0.3545294,Norway,12221,2009
Norway_12320_2009,-2.5825274,-0.929891,Norway,12320,2009
Norway_12420_2009,-3.8373024,-1.1406755,Norway,12420,2009
Norway_12520_2009,-2.7262824,-0.9272435,Norway,12520,2009
Norway_12620_2009,-3.7393546,-1.186579,Norway,12620,2009
Norway_12810_2009,4.8379927,0.96773046,Norway,12810,2009
Norway_12221_2013,-0.34392,-0.3310134,Norway,12221,2013
Norway_12320_2013,-3.5194874,-1.1740944,Norway,12320,2013
Norway_12420_2013,-1.856614,-0.65711224,Norway,12420,2013
Norway_12520_2013,-2.7115111,-0.82161987,Norway,12520,2013
Norway_12620_2013,-3.205419,-1.0025996,Norway,12620,2013
Norway_12810_2013,1.861754,0.3445544,Norway,12810,2013
Norway_12951_2013,-1.7186624,-0.49214953,Norway,12951,2013
Norway_12110_2017,-2.458049,-0.81584,Norway,12110,2017
Norway_12221_2017,-2.4452126,-0.6802111,Norway,12221,2017
Norway_12230_2017,-1.7319448,-0.43760234,Norway,12230,2017
Norway_12320_2017,-4.4811683,-1.2081361,Norway,12320,2017
Norway_12420_2017,0.9827871,0.21786158,Norway,12420,2017
Norway_12520_2017,-4.360637,-1.314233,Norway,12520,2017
Norway_12620_2017,-2.5423136,-0.9277714,Norway,12620,2017
Norway_12810_2017,-0.40081877,-0.20551412,Norway,12810,2017
Norway_12951_2017,-4.65038,-1.3699427,Norway,12951,2017
Denmark_13229_1998,-3.279706,-1.0553755,Denmark,13229,1998
Denmark_13230_1998,-3.9930565,-1.1926149,Denmark,13230,1998
Denmark_13330_1998,-2.7388604,-0.87840194,Denmark,13330,1998
Denmark_13410_1998,-6.509645,-1.8100439,Denmark,13410,1998
Denmark_13620_1998,-4.085081,-1.2423254,Denmark,13620,1998
Denmark_13720_1998,-4.701904,-1.3748109,Denmark,13720,1998
Denmark_13951_1998,-6.4434953,-1.7715905,Denmark,13951,1998
Denmark_13320_2001,-5.9485564,-1.7323022,Denmark,13320,2001
Denmark_13229_2005,-6.2030945,-1.7725288,Denmark,13229,2005
Denmark_13330_2005,-6.4748363,-1.7734792,Denmark,13330,2005
Denmark_13410_2005,-5.943284,-1.6639398,Denmark,13410,2005
Denmark_13620_2005,-5.1670203,-1.4427272,Denmark,13620,2005
Denmark_13720_2005,-6.270995,-1.7653987,Denmark,13720,2005
Denmark_13001_2007,-6.308721,-1.7587044,Denmark,13001,2007
Denmark_13229_2007,-3.5809364,-1.1174717,Denmark,13229,2007
Denmark_13410_2007,-6.4814534,-1.8104868,Denmark,13410,2007
Denmark_13620_2007,-5.5516996,-1.4826094,Denmark,13620,2007
Denmark_13720_2007,-5.1788564,-1.4243102,Denmark,13720,2007
Denmark_13229_2011,-5.4346256,-1.5695151,Denmark,13229,2011
Denmark_13230_2011,-6.4594264,-1.7802993,Denmark,13230,2011
Denmark_13410_2011,-0.43096665,-0.22539775,Denmark,13410,2011
Denmark_13720_2011,0.3376227,-0.19216487,Denmark,13720,2011
Denmark_13229_2015,-6.4910297,-1.8343985,Denmark,13229,2015
Denmark_13320_2015,-4.3410788,-1.2465045,Denmark,13320,2015
Denmark_13410_2015,-6.652084,-1.8391278,Denmark,13410,2015
Denmark_13420_2015,-6.300561,-1.7683069,Denmark,13420,2015
Denmark_13720_2015,-5.3482566,-1.522313,Denmark,13720,2015
Denmark_13001_2019,-2.388889,-0.8376681,Denmark,13001,2019
Denmark_13110_2019,0.6640653,0.07808589,Denmark,13110,2019
Denmark_13229_2019,-3.2510662,-1.1027297,Denmark,13229,2019
Denmark_13230_2019,-0.19915223,-0.031538703,Denmark,13230,2019
Denmark_13320_2019,-0.51729465,-0.11334796,Denmark,13320,2019
Denmark_13410_2019,1.6445591,0.6212916,Denmark,13410,2019
Denmark_13420_2019,-4.5384803,-1.2355545,Denmark,13420,2019
Denmark_13620_2019,-3.4093459,-1.03504,Denmark,13620,2019
Denmark_13720_2019,-3.9390008,-1.0092629,Denmark,13720,2019
Denmark_13730_2019,-2.4918816,-0.8376351,Denmark,13730,2019
Finland_14110_2007,-2.5327291,-0.8350261,Finland,14110,2007
Finland_14223_2007,1.4358295,0.11804368,Finland,14223,2007
Finland_14320_2007,-5.0310645,-1.5233331,Finland,14320,2007
Finland_14520_2007,-4.4211364,-1.3791107,Finland,14520,2007
Finland_14620_2007,-4.4107547,-1.3400198,Finland,14620,2007
Finland_14810_2007,2.3810344,0.0677032,Finland,14810,2007
Finland_14820_2007,9.549817,1.8291767,Finland,14820,2007
Finland_14110_2011,-1.9341195,-0.7386862,Finland,14110,2011
Finland_14520_2011,-2.2397056,-0.89891684,Finland,14520,2011
Finland_14620_2011,-4.0505853,-1.2524543,Finland,14620,2011
Finland_14810_2011,-1.7168074,-0.67337096,Finland,14810,2011
Finland_14820_2011,9.611998,2.4076931,Finland,14820,2011
Finland_14901_2011,-5.563372,-1.5263159,Finland,14901,2011
Finland_14223_2015,-6.2141695,-1.7626837,Finland,14223,2015
Finland_14320_2015,-4.223391,-1.2511944,Finland,14320,2015
Finland_14520_2015,0.5386654,-0.19510809,Finland,14520,2015
Finland_14620_2015,-4.846043,-1.4194944,Finland,14620,2015
Finland_14810_2015,-5.1108313,-1.450838,Finland,14810,2015
Finland_14820_2015,5.0205865,0.99218756,Finland,14820,2015
Finland_14901_2015,-2.6020663,-0.80866885,Finland,14901,2015
Finland_14320_2019,7.1633506,1.7308481,Finland,14320,2019
Finland_14440_2019,-4.8136115,-1.4278599,Finland,14440,2019
Finland_14520_2019,-1.154972,-0.56278145,Finland,14520,2019
Finland_14620_2019,-6.430877,-1.800028,Finland,14620,2019
Finland_14810_2019,-1.7862227,-0.69318825,Finland,14810,2019
Finland_14820_2019,4.395057,0.8583683,Finland,14820,2019
Finland_14901_2019,-1.8896605,-0.4331605,Finland,14901,2019
Iceland_15111_2003,-6.073939,-1.714084,Iceland,15111,2003
Iceland_15328_2003,-5.1278377,-1.5926716,Iceland,15328,2003
Iceland_15420_2003,-6.469913,-1.8142014,Iceland,15420,2003
Iceland_15620_2003,-3.700745,-1.122687,Iceland,15620,2003
Iceland_15328_2007,-6.499065,-1.8288654,Iceland,15328,2007
Iceland_15420_2007,-5.2604027,-1.552699,Iceland,15420,2007
Iceland_15620_2007,-5.5669317,-1.6280946,Iceland,15620,2007
Iceland_15328_2009,-3.5605147,-1.0985487,Iceland,15328,2009
Iceland_15620_2009,-6.2196097,-1.7178096,Iceland,15620,2009
Iceland_15111_2013,-5.700537,-1.6500325,Iceland,15111,2013
Iceland_15328_2013,-3.1520746,-0.95656735,Iceland,15328,2013
Iceland_15440_2013,-5.834358,-1.6861778,Iceland,15440,2013
Iceland_15620_2013,-5.9270077,-1.6724185,Iceland,15620,2013
Iceland_15810_2013,-6.5807147,-1.8239163,Iceland,15810,2013
Iceland_15952_2013,-4.3179474,-1.2515869,Iceland,15952,2013
Iceland_15328_2016,3.018525,0.48278767,Iceland,15328,2016
Iceland_15440_2016,-6.3101177,-1.7416675,Iceland,15440,2016
Iceland_15450_2016,-5.0858603,-1.4998945,Iceland,15450,2016
Iceland_15620_2016,-6.2872024,-1.788875,Iceland,15620,2016
Iceland_15952_2016,-6.542985,-1.8066136,Iceland,15952,2016
Iceland_15440_2017,-5.395775,-1.5085732,Iceland,15440,2017
Iceland_15450_2017,-5.030029,-1.4971495,Iceland,15450,2017
Iceland_15620_2017,-5.294001,-1.5306375,Iceland,15620,2017
Iceland_15953_2017,-6.5343304,-1.8210521,Iceland,15953,2017
Iceland_15328_2021,-6.4264646,-1.7865207,Iceland,15328,2021
Iceland_15450_2021,0.8480351,-0.055223532,Iceland,15450,2021
Iceland_15620_2021,-3.8045824,-1.2111505,Iceland,15620,2021
Iceland_15630_2021,-2.7356708,-0.95580006,Iceland,15630,2021
Iceland_15952_2021,-3.6579607,-1.2324767,Iceland,15952,2021
Belgium_21111_2007,12.170796,-6.6026173,Belgium,21111,2007
Belgium_21112_2007,5.2323766,9.75935,Belgium,21112,2007
Belgium_21322_2007,31.88464,-18.885555,Belgium,21322,2007
Belgium_21330_2007,1.9767884,5.090453,Belgium,21330,2007
Belgium_21421_2007,4.773506,9.1897135,Belgium,21421,2007
Belgium_21426_2007,31.227522,-18.730455,Belgium,21426,2007
Belgium_21430_2007,-3.9708734,-0.1965587,Belgium,21430,2007
Belgium_21521_2007,5.338356,10.263585,Belgium,21521,2007
Belgium_21522_2007,19.696655,-12.427876,Belgium,21522,2007
Belgium_21916_2007,-0.5748664,3.7510276,Belgium,21916,2007
Belgium_21917_2007,3.5801759,8.254895,Belgium,21917,2007
Belgium_21111_2010,21.043974,-13.166553,Belgium,21111,2010
Belgium_21112_2010,0.016725117,2.7834742,Belgium,21112,2010
Belgium_21321_2010,-2.0058427,1.4745698,Belgium,21321,2010
Belgium_21322_2010,9.683412,-6.273543,Belgium,21322,2010
Belgium_21421_2010,-1.3291401,2.85011,Belgium,21421,2010
Belgium_21426_2010,17.537075,-10.442332,Belgium,21426,2010
Belgium_21521_2010,3.6527433,7.654511,Belgium,21521,2010
Belgium_21522_2010,17.238476,-11.249437,Belgium,21522,2010
Belgium_21916_2010,1.4013487,5.362922,Belgium,21916,2010
Belgium_21917_2010,-2.2667682,1.1244681,Belgium,21917,2010
Belgium_21112_2014,10.748062,17.707785,Belgium,21112,2014
Belgium_21230_2014,8.71677,14.648576,Belgium,21230,2014
Belgium_21321_2014,9.44871,15.822072,Belgium,21321,2014
Belgium_21322_2014,17.41779,-11.785673,Belgium,21322,2014
Belgium_21421_2014,-1.9596628,1.5775677,Belgium,21421,2014
Belgium_21426_2014,23.4171,-14.452531,Belgium,21426,2014
Belgium_21521_2014,4.0379796,8.463766,Belgium,21521,2014
Belgium_21522_2014,37.871735,-21.36611,Belgium,21522,2014
Belgium_21710_2014,2.6245825,-2.6928153,Belgium,21710,2014
Belgium_21912_2014,1.4582912,-2.8292105,Belgium,21912,2014
Belgium_21916_2014,7.9256525,13.395882,Belgium,21916,2014
Belgium_21917_2014,3.0329974,5.86641,Belgium,21917,2014
Belgium_21111_2019,11.750656,-7.2333336,Belgium,21111,2019
Belgium_21112_2019,0.8349781,4.416564,Belgium,21112,2019
Belgium_21230_2019,1.0318937,5.1521897,Belgium,21230,2019
Belgium_21321_2019,3.8829331,8.526422,Belgium,21321,2019
Belgium_21322_2019,24.386837,-15.150219,Belgium,21322,2019
Belgium_21421_2019,1.7043335,6.2650986,Belgium,21421,2019
Belgium_21426_2019,1.4107238,-2.5741324,Belgium,21426,2019
Belgium_21521_2019,5.093917,10.2339325,Belgium,21521,2019
Belgium_21522_2019,-3.9922366,-1.8955783,Belgium,21522,2019
Belgium_21912_2019,14.968693,-8.877603,Belgium,21912,2019
Belgium_21916_2019,6.8978577,12.861445,Belgium,21916,2019
Belgium_21917_2019,5.8644137,11.233702,Belgium,21917,2019
Netherlands_22528_1981,-3.661205,-1.1092434,Netherlands,22528,1981
Netherlands_22527_1982,-2.5211952,0.5098603,Netherlands,22527,1982
Netherlands_22528_1982,-3.5931163,-1.0989258,Netherlands,22528,1982
Netherlands_22710_1982,-6.3046584,-1.6433039,Netherlands,22710,1982
Netherlands_22952_1982,-5.340088,-1.2299823,Netherlands,22952,1982
Netherlands_22230_1986,-2.6807454,-0.12511268,Netherlands,22230,1986
Netherlands_22952_1986,-3.5866916,-0.2338459,Netherlands,22952,1986
Netherlands_22527_1989,-1.3748401,1.0150025,Netherlands,22527,1989
Netherlands_22528_1989,1.7677141,3.369113,Netherlands,22528,1989
Netherlands_22952_1989,1.9383743,2.7023053,Netherlands,22952,1989
Netherlands_22220_1994,-2.2717187,0.3653037,Netherlands,22220,1994
Netherlands_22527_1994,0.17470373,1.9292194,Netherlands,22527,1994
Netherlands_22528_1994,3.8722463,6.3308287,Netherlands,22528,1994
Netherlands_22952_1994,-0.8803945,2.145902,Netherlands,22952,1994
Netherlands_22954_1994,-4.197465,-0.7996844,Netherlands,22954,1994
Netherlands_22527_1998,-1.1103824,1.4742427,Netherlands,22527,1998
Netherlands_22528_1998,2.4993162,5.1322284,Netherlands,22528,1998
Netherlands_22952_1998,-0.9121588,1.8340917,Netherlands,22952,1998
Netherlands_22952_2002,1.82194,4.609586,Netherlands,22952,2002
Netherlands_22110_2006,0.33788648,2.6469693,Netherlands,22110,2006
Netherlands_22220_2006,1.777243,4.71017,Netherlands,22220,2006
Netherlands_22320_2006,3.8696434,7.814744,Netherlands,22320,2006
Netherlands_22330_2006,3.254342,6.7636437,Netherlands,22330,2006
Netherlands_22420_2006,-3.8123105,0.07723412,Netherlands,22420,2006
Netherlands_22521_2006,4.7205462,7.745111,Netherlands,22521,2006
Netherlands_22526_2006,3.9304922,6.2202144,Netherlands,22526,2006
Netherlands_22722_2006,-5.4432144,-1.0859,Netherlands,22722,2006
Netherlands_22951_2006,-5.090034,-1.0681489,Netherlands,22951,2006
Netherlands_22952_2006,-2.0446992,0.6590419,Netherlands,22952,2006
Netherlands_22110_2010,-0.44957224,1.5338868,Netherlands,22110,2010
Netherlands_22220_2010,-3.1862185,-0.12028847,Netherlands,22220,2010
Netherlands_22320_2010,-0.81192106,1.9016579,Netherlands,22320,2010
Netherlands_22330_2010,4.090452,8.361229,Netherlands,22330,2010
Netherlands_22420_2010,0.33231544,2.9253597,Netherlands,22420,2010
Netherlands_22521_2010,3.600413,6.169574,Netherlands,22521,2010
Netherlands_22526_2010,1.8462697,4.0875115,Netherlands,22526,2010
Netherlands_22722_2010,-1.1768829,2.0669348,Netherlands,22722,2010
Netherlands_22951_2010,-6.484301,-1.8073305,Netherlands,22951,2010
Netherlands_22952_2010,-0.28272837,0.918495,Netherlands,22952,2010
Netherlands_22110_2012,2.6551154,4.8942847,Netherlands,22110,2012
Netherlands_22220_2012,0.42836976,4.240048,Netherlands,22220,2012
Netherlands_22320_2012,2.5391865,6.933803,Netherlands,22320,2012
Netherlands_22330_2012,3.7804887,8.804658,Netherlands,22330,2012
Netherlands_22420_2012,2.6903927,6.6781507,Netherlands,22420,2012
Netherlands_22521_2012,2.327956,4.7924504,Netherlands,22521,2012
Netherlands_22526_2012,4.305423,7.835871,Netherlands,22526,2012
Netherlands_22722_2012,6.0287604,9.929448,Netherlands,22722,2012
Netherlands_22951_2012,-3.1108377,-0.14554253,Netherlands,22951,2012
Netherlands_22952_2012,0.09499967,1.8948029,Netherlands,22952,2012
Netherlands_22953_2012,-5.597814,-1.2485341,Netherlands,22953,2012
Netherlands_22110_2017,1.0693302,3.1783667,Netherlands,22110,2017
Netherlands_22220_2017,1.1143816,3.3459365,Netherlands,22220,2017
Netherlands_22320_2017,3.7073102,6.1452093,Netherlands,22320,2017
Netherlands_22321_2017,-4.469117,-0.31087944,Netherlands,22321,2017
Netherlands_22330_2017,9.606619,15.803011,Netherlands,22330,2017
Netherlands_22420_2017,4.6392813,9.502312,Netherlands,22420,2017
Netherlands_22521_2017,2.1763983,4.6557612,Netherlands,22521,2017
Netherlands_22526_2017,4.311465,8.096316,Netherlands,22526,2017
Netherlands_22722_2017,-6.6355786,-1.8115283,Netherlands,22722,2017
Netherlands_22730_2017,-2.141655,0.6916582,Netherlands,22730,2017
Netherlands_22951_2017,-0.38812515,1.8207601,Netherlands,22951,2017
Netherlands_22952_2017,5.1958685,9.751318,Netherlands,22952,2017
Netherlands_22953_2017,-4.8259463,-0.9654387,Netherlands,22953,2017
Netherlands_22110_2021,-0.07584672,2.419446,Netherlands,22110,2021
Netherlands_22220_2021,-2.9426496,0.45503977,Netherlands,22220,2021
Netherlands_22235_2021,7.189391,14.687631,Netherlands,22235,2021
Netherlands_22240_2021,-2.7782357,0.0011375572,Netherlands,22240,2021
Netherlands_22320_2021,0.7382646,3.6834233,Netherlands,22320,2021
Netherlands_22321_2021,-3.0776677,0.22573732,Netherlands,22321,2021
Netherlands_22330_2021,5.594662,10.919763,Netherlands,22330,2021
Netherlands_22420_2021,3.6208253,5.8795085,Netherlands,22420,2021
Netherlands_22521_2021,2.892886,5.5846453,Netherlands,22521,2021
Netherlands_22526_2021,4.725246,7.8960176,Netherlands,22526,2021
Netherlands_22722_2021,-1.550581,0.9383345,Netherlands,22722,2021
Netherlands_22730_2021,3.3728414,5.52743,Netherlands,22730,2021
Netherlands_22731_2021,2.6174965,4.4273243,Netherlands,22731,2021
Netherlands_22820_2021,-2.3409934,0.08609894,Netherlands,22820,2021
Netherlands_22951_2021,-2.242357,0.55949247,Netherlands,22951,2021
Netherlands_22952_2021,-1.6178905,0.845318,Netherlands,22952,2021
Netherlands_22953_2021,-4.61867,-1.075697,Netherlands,22953,2021
France_31021_2012,9.9870405,-6.7241015,France,31021,2012
France_31110_2012,15.171985,-9.521627,France,31110,2012
France_31230_2012,8.87227,-5.8410873,France,31230,2012
France_31320_2012,-4.9221597,-1.6972331,France,31320,2012
France_31421_2012,4.13436,-3.4686596,France,31421,2012
France_31624_2012,2.0874858,-2.2974243,France,31624,2012
France_31626_2012,9.13174,-5.4872108,France,31626,2012
France_31630_2012,8.52237,-5.6589875,France,31630,2012
France_31720_2012,0.47657236,-2.338922,France,31720,2012
France_31110_2017,-5.090482,-1.9400486,France,31110,2017
France_31230_2017,5.5125403,-3.8384511,France,31230,2017
France_31240_2017,2.4502907,-2.8629892,France,31240,2017
France_31320_2017,-4.7660866,-2.0454903,France,31320,2017
France_31425_2017,-0.27478072,-2.7391005,France,31425,2017
France_31430_2017,-5.3312354,-1.6361276,France,31430,2017
France_31624_2017,-1.720736,-1.2345031,France,31624,2017
France_31626_2017,-5.329637,-1.5874432,France,31626,2017
France_31720_2017,-5.605083,-1.9409907,France,31720,2017
Italy_32212_2001,10.365268,2.1908946,Italy,32212,2001
Italy_32629_2001,-4.491293,-1.3338561,Italy,32629,2001
Italy_32902_2001,4.66453,0.94817513,Italy,32902,2001
Italy_32440_2008,-6.3296094,-1.7834072,Italy,32440,2008
Italy_32021_2013,2.897776,0.4912523,Italy,32021,2013
Italy_32061_2013,-5.9972754,-1.7138776,Italy,32061,2013
Italy_32230_2013,4.6899524,0.7353437,Italy,32230,2013
Italy_32440_2013,3.8717942,0.6922926,Italy,32440,2013
Italy_32450_2013,9.472687,2.08755,Italy,32450,2013
Italy_32460_2013,5.521796,1.0121138,Italy,32460,2013
Italy_32530_2013,-2.1911004,-0.8278975,Italy,32530,2013
Italy_32630_2013,-1.0001255,-0.71499044,Italy,32630,2013
Italy_32640_2013,5.097499,0.9671367,Italy,32640,2013
Italy_32720_2013,-5.9646525,-1.6947123,Italy,32720,2013
Italy_32904_2013,4.0312963,2.0211937,Italy,32904,2013
Italy_32022_2018,6.724777,1.3102509,Italy,32022,2018
Italy_32031_2018,-0.16538993,-0.31880638,Italy,32031,2018
Italy_32051_2018,-2.8173535,-0.94666654,Italy,32051,2018
Italy_32055_2018,-2.394707,-0.98327595,Italy,32055,2018
Italy_32440_2018,11.259655,3.2677252,Italy,32440,2018
Italy_32451_2018,8.789789,2.0238447,Italy,32451,2018
Italy_32610_2018,-5.859713,-1.6594809,Italy,32610,2018
Italy_32630_2018,-5.604624,-1.5952444,Italy,32630,2018
Italy_32720_2018,10.094093,2.3397725,Italy,32720,2018
Italy_32956_2018,14.710033,6.4924417,Italy,32956,2018
Spain_33610_1996,8.679556,0.7462851,Spain,33610,1996
Spain_33907_1996,0.12234625,-0.5289755,Spain,33907,1996
Spain_33220_2000,8.524269,0.8871862,Spain,33220,2000
Spain_33320_2000,1.180344,-0.18246943,Spain,33320,2000
Spain_33610_2000,0.32459208,-0.26157686,Spain,33610,2000
Spain_33611_2000,4.8450627,0.62151194,Spain,33611,2000
Spain_33902_2000,2.2055614,0.23690946,Spain,33902,2000
Spain_33907_2000,-0.7042599,-0.4982817,Spain,33907,2000
Spain_33908_2000,2.3022628,-0.060419668,Spain,33908,2000
Spain_33906_2004,1.7578038,0.034858443,Spain,33906,2004
Spain_33907_2004,-2.477436,-1.0192136,Spain,33907,2004
Spain_33908_2004,8.331266,1.2300893,Spain,33908,2004
Spain_33220_2008,5.0924335,0.57577956,Spain,33220,2008
Spain_33320_2008,6.708104,0.5410376,Spain,33320,2008
Spain_33610_2008,1.7617445,0.0067418036,Spain,33610,2008
Spain_33611_2008,-1.1718205,-0.6062473,Spain,33611,2008
Spain_33902_2008,1.3242308,0.11342569,Spain,33902,2008
Spain_33903_2008,-1.6277629,-0.7166806,Spain,33903,2008
Spain_33905_2008,-0.27187377,-0.357027,Spain,33905,2008
Spain_33907_2008,-1.721198,-0.8136278,Spain,33907,2008
Spain_33908_2008,-0.40318984,-0.5394914,Spain,33908,2008
Spain_33091_2011,-5.759618,-1.6060098,Spain,33091,2011
Spain_33093_2011,-3.5037034,-1.1984671,Spain,33093,2011
Spain_33220_2011,1.7819934,-0.0057223206,Spain,33220,2011
Spain_33320_2011,4.0137467,0.11097401,Spain,33320,2011
Spain_33440_2011,-2.370236,-1.0758259,Spain,33440,2011
Spain_33610_2011,3.3812664,0.41047677,Spain,33610,2011
Spain_33611_2011,0.41379112,-0.11263489,Spain,33611,2011
Spain_33612_2011,-1.2325035,-0.73486215,Spain,33612,2011
Spain_33902_2011,-1.6047792,-0.888253,Spain,33902,2011
Spain_33905_2011,-1.7164215,-0.9022668,Spain,33905,2011
Spain_33907_2011,-1.2665519,-0.70077735,Spain,33907,2011
Spain_33908_2011,6.6365285,0.7338185,Spain,33908,2011
Spain_33020_2015,-3.808382,-1.1994065,Spain,33020,2015
Spain_33095_2015,-5.6129622,-1.5967903,Spain,33095,2015
Spain_33096_2015,-3.0257773,-1.0878913,Spain,33096,2015
Spain_33099_2015,-3.9878767,-1.2690402,Spain,33099,2015
Spain_33210_2015,-5.520015,-1.6371852,Spain,33210,2015
Spain_33320_2015,3.6641638,0.4572596,Spain,33320,2015
Spain_33420_2015,7.3182244,1.2361946,Spain,33420,2015
Spain_33610_2015,2.147021,0.28544232,Spain,33610,2015
Spain_33902_2015,-4.3200436,-1.2816418,Spain,33902,2015
Spain_33905_2015,0.18124177,-0.38130927,Spain,33905,2015
Spain_33907_2015,-4.858877,-1.5159385,Spain,33907,2015
Spain_33025_2016,-4.9427743,-1.4717727,Spain,33025,2016
Spain_33096_2016,-2.9712963,-0.984593,Spain,33096,2016
Spain_33210_2016,-5.4543653,-1.5770975,Spain,33210,2016
Spain_33320_2016,4.8356996,0.8021618,Spain,33320,2016
Spain_33420_2016,-0.33879018,-0.49808162,Spain,33420,2016
Spain_33610_2016,2.0989218,0.37823763,Spain,33610,2016
Spain_33902_2016,-4.34075,-1.3457402,Spain,33902,2016
Spain_33905_2016,0.3394196,0.030692725,Spain,33905,2016
Spain_33907_2016,-4.835378,-1.4558539,Spain,33907,2016
Spain_33911_2016,-4.1511617,-1.2730482,Spain,33911,2016
Spain_33210_2019,-4.657898,-1.4649867,Spain,33210,2019
Spain_33220_2019,-2.3340354,-0.98658276,Spain,33220,2019
Spain_33320_2019,4.97328,0.38727102,Spain,33320,2019
Spain_33420_2019,-4.2976227,-1.3778886,Spain,33420,2019
Spain_33610_2019,-1.4652025,-0.49730316,Spain,33610,2019
Spain_33710_2019,-5.139314,-1.4809964,Spain,33710,2019
Spain_33902_2019,-2.1953163,-0.90344423,Spain,33902,2019
Spain_33905_2019,-3.5271323,-1.175327,Spain,33905,2019
Spain_33907_2019,-3.1338987,-1.0847138,Spain,33907,2019
Spain_33912_2019,-2.0105906,-0.7615352,Spain,33912,2019
Spain_33230_2019,-2.9547162,-1.0621154,Spain,33230,2019
Spain_33908_2019,-0.056717776,-0.45167845,Spain,33908,2019
Spain_33914_2019,-2.9647217,-0.9847513,Spain,33914,2019
Greece_34211_1996,-2.688669,-1.010419,Greece,34211,1996
Greece_34210_2004,-2.8218307,-1.0323168,Greece,34210,2004
Greece_34313_2004,7.4831533,0.39837894,Greece,34313,2004
Greece_34511_2004,2.3309336,-0.09162518,Greece,34511,2004
Greece_34020_2007,-6.3384476,-1.8030505,Greece,34020,2007
Greece_34210_2007,-6.531627,-1.8086754,Greece,34210,2007
Greece_34313_2007,2.0574992,0.08053324,Greece,34313,2007
Greece_34710_2007,4.0791903,0.32683215,Greece,34710,2007
Greece_34020_2009,-6.3457866,-1.8050529,Greece,34020,2009
Greece_34210_2009,-5.4240475,-1.579602,Greece,34210,2009
Greece_34313_2009,-0.3372519,-0.50351745,Greece,34313,2009
Greece_34020_2012,3.301825,0.23601836,Greece,34020,2012
Greece_34210_2012,9.788739,1.3326306,Greece,34210,2012
Greece_34213_2012,3.9798129,0.6614997,Greece,34213,2012
Greece_34313_2012,-3.1008341,-1.0740724,Greece,34313,2012
Greece_34710_2012,-3.6886337,-1.2118648,Greece,34710,2012
Greece_34720_2012,-6.556599,-1.7927679,Greece,34720,2012
Greece_34730_2012,-3.8653014,-1.249925,Greece,34730,2012
Greece_34212_2012,2.5910466,0.18919879,Greece,34212,2012
Greece_34210_2015,1.4832729,-0.13412547,Greece,34210,2015
Greece_34212_2015,9.19593,1.1793301,Greece,34212,2015
Greece_34313_2015,8.01943,1.2228764,Greece,34313,2015
Greece_34340_2015,6.457372,1.0374082,Greece,34340,2015
Greece_34511_2015,-2.14127,-0.9316879,Greece,34511,2015
Greece_34214_2015,3.9254432,0.26403362,Greece,34214,2015
Greece_34410_2015,8.0945835,0.87934726,Greece,34410,2015
